sum_num,count,example_input,input,result,result_emojis,model_output,model_input,expected,actual
5,2,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/66/0.py,input/triples_sum_to/66.txt,,
5,2,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/66/0.py,input/triples_sum_to/66.txt,,
5,2,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/66/0.py,input/triples_sum_to/66.txt,,
5,2,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/66/0.py,input/triples_sum_to/66.txt,,
5,2,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/66/0.py,input/triples_sum_to/66.txt,,
5,2,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/67/0.py,input/triples_sum_to/67.txt,,
5,2,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/67/0.py,input/triples_sum_to/67.txt,,
5,2,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/67/0.py,input/triples_sum_to/67.txt,,
5,2,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/67/0.py,input/triples_sum_to/67.txt,,
5,2,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/67/0.py,input/triples_sum_to/67.txt,,
5,3,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/68/0.py,input/triples_sum_to/68.txt,,
5,3,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/68/0.py,input/triples_sum_to/68.txt,,
5,3,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/68/0.py,input/triples_sum_to/68.txt,,
5,3,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/68/0.py,input/triples_sum_to/68.txt,,
5,3,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/68/0.py,input/triples_sum_to/68.txt,,
5,3,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/69/0.py,input/triples_sum_to/69.txt,,
5,3,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/69/0.py,input/triples_sum_to/69.txt,,
5,3,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/69/0.py,input/triples_sum_to/69.txt,,
5,3,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/69/0.py,input/triples_sum_to/69.txt,,
5,3,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/69/0.py,input/triples_sum_to/69.txt,,
5,3,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/70/0.py,input/triples_sum_to/70.txt,,
5,3,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/70/0.py,input/triples_sum_to/70.txt,,
5,3,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/70/0.py,input/triples_sum_to/70.txt,,
5,3,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/70/0.py,input/triples_sum_to/70.txt,,
5,3,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/70/0.py,input/triples_sum_to/70.txt,,
5,3,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/71/0.py,input/triples_sum_to/71.txt,,
5,3,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/71/0.py,input/triples_sum_to/71.txt,,
5,3,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/71/0.py,input/triples_sum_to/71.txt,,
5,3,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/71/0.py,input/triples_sum_to/71.txt,,
5,3,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/71/0.py,input/triples_sum_to/71.txt,,
5,4,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/72/0.py,input/triples_sum_to/72.txt,,
5,4,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/72/0.py,input/triples_sum_to/72.txt,,
5,4,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/72/0.py,input/triples_sum_to/72.txt,,
5,4,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/72/0.py,input/triples_sum_to/72.txt,,
5,4,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/72/0.py,input/triples_sum_to/72.txt,,
5,4,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/73/0.py,input/triples_sum_to/73.txt,,
5,4,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/73/0.py,input/triples_sum_to/73.txt,,
5,4,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/73/0.py,input/triples_sum_to/73.txt,,
5,4,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/73/0.py,input/triples_sum_to/73.txt,,
5,4,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/73/0.py,input/triples_sum_to/73.txt,,
5,4,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/74/0.py,input/triples_sum_to/74.txt,,
5,4,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/74/0.py,input/triples_sum_to/74.txt,,
5,4,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/74/0.py,input/triples_sum_to/74.txt,,
5,4,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/74/0.py,input/triples_sum_to/74.txt,,
5,4,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/74/0.py,input/triples_sum_to/74.txt,,
5,4,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/75/0.py,input/triples_sum_to/75.txt,,
5,4,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/75/0.py,input/triples_sum_to/75.txt,,
5,4,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/75/0.py,input/triples_sum_to/75.txt,,
5,4,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/75/0.py,input/triples_sum_to/75.txt,,
5,4,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/75/0.py,input/triples_sum_to/75.txt,,
5,5,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/76/0.py,input/triples_sum_to/76.txt,,
5,5,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/76/0.py,input/triples_sum_to/76.txt,,
5,5,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/76/0.py,input/triples_sum_to/76.txt,,
5,5,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/76/0.py,input/triples_sum_to/76.txt,True,False
5,5,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",f,❌,outputs/triples_sum_to/76/0.py,input/triples_sum_to/76.txt,True,False
5,5,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/77/0.py,input/triples_sum_to/77.txt,,
5,5,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/77/0.py,input/triples_sum_to/77.txt,,
5,5,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/77/0.py,input/triples_sum_to/77.txt,,
5,5,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/77/0.py,input/triples_sum_to/77.txt,True,False
5,5,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",f,❌,outputs/triples_sum_to/77/0.py,input/triples_sum_to/77.txt,True,False
5,5,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/78/0.py,input/triples_sum_to/78.txt,,
5,5,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/78/0.py,input/triples_sum_to/78.txt,,
5,5,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/78/0.py,input/triples_sum_to/78.txt,,
5,5,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/78/0.py,input/triples_sum_to/78.txt,True,False
5,5,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",f,❌,outputs/triples_sum_to/78/0.py,input/triples_sum_to/78.txt,True,False
5,5,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/79/0.py,input/triples_sum_to/79.txt,,
5,5,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/79/0.py,input/triples_sum_to/79.txt,,
5,5,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/79/0.py,input/triples_sum_to/79.txt,,
5,5,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",f,❌,outputs/triples_sum_to/79/0.py,input/triples_sum_to/79.txt,True,False
5,5,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",f,❌,outputs/triples_sum_to/79/0.py,input/triples_sum_to/79.txt,True,False
100,2,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/80/0.py,input/triples_sum_to/80.txt,,
100,2,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/80/0.py,input/triples_sum_to/80.txt,,
100,2,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/80/0.py,input/triples_sum_to/80.txt,,
100,2,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/80/0.py,input/triples_sum_to/80.txt,,
100,2,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/80/0.py,input/triples_sum_to/80.txt,,
100,2,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/81/0.py,input/triples_sum_to/81.txt,,
100,2,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/81/0.py,input/triples_sum_to/81.txt,,
100,2,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/81/0.py,input/triples_sum_to/81.txt,,
100,2,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/81/0.py,input/triples_sum_to/81.txt,,
100,2,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/81/0.py,input/triples_sum_to/81.txt,,
100,2,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/82/0.py,input/triples_sum_to/82.txt,,
100,2,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/82/0.py,input/triples_sum_to/82.txt,,
100,2,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/82/0.py,input/triples_sum_to/82.txt,,
100,2,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/82/0.py,input/triples_sum_to/82.txt,,
100,2,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/82/0.py,input/triples_sum_to/82.txt,,
100,2,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/83/0.py,input/triples_sum_to/83.txt,,
100,2,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/83/0.py,input/triples_sum_to/83.txt,,
100,2,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/83/0.py,input/triples_sum_to/83.txt,,
100,2,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/83/0.py,input/triples_sum_to/83.txt,,
100,2,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/83/0.py,input/triples_sum_to/83.txt,,
100,3,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/84/0.py,input/triples_sum_to/84.txt,,
100,3,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/84/0.py,input/triples_sum_to/84.txt,,
100,3,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/84/0.py,input/triples_sum_to/84.txt,,
100,3,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/84/0.py,input/triples_sum_to/84.txt,,
100,3,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/84/0.py,input/triples_sum_to/84.txt,,
100,3,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/85/0.py,input/triples_sum_to/85.txt,,
100,3,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/85/0.py,input/triples_sum_to/85.txt,,
100,3,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/85/0.py,input/triples_sum_to/85.txt,,
100,3,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/85/0.py,input/triples_sum_to/85.txt,,
100,3,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/85/0.py,input/triples_sum_to/85.txt,,
100,3,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/86/0.py,input/triples_sum_to/86.txt,,
100,3,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/86/0.py,input/triples_sum_to/86.txt,,
100,3,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/86/0.py,input/triples_sum_to/86.txt,,
100,3,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/86/0.py,input/triples_sum_to/86.txt,,
100,3,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/86/0.py,input/triples_sum_to/86.txt,,
100,3,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/87/0.py,input/triples_sum_to/87.txt,,
100,3,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/87/0.py,input/triples_sum_to/87.txt,,
100,3,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/87/0.py,input/triples_sum_to/87.txt,,
100,3,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/87/0.py,input/triples_sum_to/87.txt,,
100,3,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/87/0.py,input/triples_sum_to/87.txt,,
100,4,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/88/0.py,input/triples_sum_to/88.txt,,
100,4,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/88/0.py,input/triples_sum_to/88.txt,,
100,4,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/88/0.py,input/triples_sum_to/88.txt,,
100,4,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/88/0.py,input/triples_sum_to/88.txt,,
100,4,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/88/0.py,input/triples_sum_to/88.txt,,
100,4,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/89/0.py,input/triples_sum_to/89.txt,,
100,4,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/89/0.py,input/triples_sum_to/89.txt,,
100,4,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/89/0.py,input/triples_sum_to/89.txt,,
100,4,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/89/0.py,input/triples_sum_to/89.txt,,
100,4,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/89/0.py,input/triples_sum_to/89.txt,,
100,4,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/90/0.py,input/triples_sum_to/90.txt,,
100,4,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/90/0.py,input/triples_sum_to/90.txt,,
100,4,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/90/0.py,input/triples_sum_to/90.txt,,
100,4,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/90/0.py,input/triples_sum_to/90.txt,,
100,4,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/90/0.py,input/triples_sum_to/90.txt,,
100,4,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/91/0.py,input/triples_sum_to/91.txt,,
100,4,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/91/0.py,input/triples_sum_to/91.txt,,
100,4,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/91/0.py,input/triples_sum_to/91.txt,,
100,4,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/91/0.py,input/triples_sum_to/91.txt,,
100,4,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/91/0.py,input/triples_sum_to/91.txt,,
100,5,"[1, 3, 5, 0]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/92/0.py,input/triples_sum_to/92.txt,,
100,5,"[1, 3, 5, 0]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/92/0.py,input/triples_sum_to/92.txt,,
100,5,"[1, 3, 5, 0]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/92/0.py,input/triples_sum_to/92.txt,,
100,5,"[1, 3, 5, 0]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/92/0.py,input/triples_sum_to/92.txt,,
100,5,"[1, 3, 5, 0]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/92/0.py,input/triples_sum_to/92.txt,,
100,5,"[1, 3, -2, 1, 5, 8]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/93/0.py,input/triples_sum_to/93.txt,,
100,5,"[1, 3, -2, 1, 5, 8]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/93/0.py,input/triples_sum_to/93.txt,,
100,5,"[1, 3, -2, 1, 5, 8]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/93/0.py,input/triples_sum_to/93.txt,,
100,5,"[1, 3, -2, 1, 5, 8]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/93/0.py,input/triples_sum_to/93.txt,,
100,5,"[1, 3, -2, 1, 5, 8]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/93/0.py,input/triples_sum_to/93.txt,,
100,5,"[1, 2, -3, 7, 2, 7]","[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/94/0.py,input/triples_sum_to/94.txt,,
100,5,"[1, 2, -3, 7, 2, 7]","[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/94/0.py,input/triples_sum_to/94.txt,,
100,5,"[1, 2, -3, 7, 2, 7]","[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/94/0.py,input/triples_sum_to/94.txt,,
100,5,"[1, 2, -3, 7, 2, 7]","[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/94/0.py,input/triples_sum_to/94.txt,,
100,5,"[1, 2, -3, 7, 2, 7]","[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/94/0.py,input/triples_sum_to/94.txt,,
100,5,[1],"[[1, 3, 5, 0]]",p,✅,outputs/triples_sum_to/95/0.py,input/triples_sum_to/95.txt,,
100,5,[1],"[[2, 4, -5, 3, 9, 7]]",p,✅,outputs/triples_sum_to/95/0.py,input/triples_sum_to/95.txt,,
100,5,[1],"[[-1, -2, 3, 4, 5, 7, 8]]",p,✅,outputs/triples_sum_to/95/0.py,input/triples_sum_to/95.txt,,
100,5,[1],"[[-16, 1, 2, 3, 4, 5, 6, 8, 8]]",p,✅,outputs/triples_sum_to/95/0.py,input/triples_sum_to/95.txt,,
100,5,[1],"[[-100, 0, 2, 80, 20, 10, 10, 5, 5, 5, 5]]",p,✅,outputs/triples_sum_to/95/0.py,input/triples_sum_to/95.txt,,
