example_below,factors,below,agg,input,expected,actual,result,result_emojis,model_output,model_input
5,"[2, 5]",1000,product,,'210035265285532072632055303163738241236185004859425115508287390878640068584586639680329020731251436115499114703254205632035155079541052751159287646254472739200193280398131280787842267607392713330825406994625320419860381008894784535621988793705172537888709885322402966283002962959759367438223988676412588407099642522599268963008793355905583877677422300609117049212798986608520554692372357601702497610586073271572205699741922921083277079336474896615033250444720015775994366135920455232835393929252431264573323911804208339641691295919806682864829302532314183948688778111507382375237850771112442547188921286133833791084899877302756521785588908465516684391863761955170259311899468720881488478454844579840796742705917815119523909178410005022300841345299791791366394618547676705490447466220070549434641500078743846412962679982269676185481266102255746266504536370643569079807830942999449167097494519693958935907023725588185888991664585738372114986414891661031051661287858739988508388008935103743773794882130909336567157446964452596895542611037310630118740435649153130696409986236753234224727324341321267781347485056188531567668372942530441806528418587128311861892316750229046361412079398558744843338411869825649654468561862518172540619669701912709510251737036772655213709999582816616385614193960681472000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000','299500',f,❌,outputs/multiples/265/0.py,input/multiples/265.txt
5,"[2, 3, 5]",100,sum,,,,p,✅,outputs/multiples/266/0.py,input/multiples/266.txt
5,"[2, 3, 5]",100,product,,,,p,✅,outputs/multiples/267/0.py,input/multiples/267.txt
5,"[2, 3, 5]",124,sum,,,,p,✅,outputs/multiples/268/0.py,input/multiples/268.txt
5,"[2, 3, 5]",124,product,,,,p,✅,outputs/multiples/269/0.py,input/multiples/269.txt
5,"[2, 3, 5]",197,sum,,,,p,✅,outputs/multiples/270/0.py,input/multiples/270.txt
5,"[2, 3, 5]",197,product,,,,p,✅,outputs/multiples/271/0.py,input/multiples/271.txt
5,"[2, 3, 5]",200,sum,,,,p,✅,outputs/multiples/272/0.py,input/multiples/272.txt
5,"[2, 3, 5]",200,product,,,,p,✅,outputs/multiples/273/0.py,input/multiples/273.txt
5,"[2, 3, 5]",500,sum,,,,p,✅,outputs/multiples/274/0.py,input/multiples/274.txt
5,"[2, 3, 5]",500,product,,,,p,✅,outputs/multiples/275/0.py,input/multiples/275.txt
5,"[2, 3, 5]",600,sum,,,,p,✅,outputs/multiples/276/0.py,input/multiples/276.txt
5,"[2, 3, 5]",600,product,,,,p,✅,outputs/multiples/277/0.py,input/multiples/277.txt
5,"[2, 3, 5]",1000,sum,,,,p,✅,outputs/multiples/278/0.py,input/multiples/278.txt
5,"[2, 3, 5]",1000,product,,'26074721841935124457924886036029158780621046789352255853674160286015607862618928237063541824840666575781708646137242426703101230687151605638408840323126949634042965413827400548612738332586447990485646714434454084069491415089016728005331267007664622467177291773493071531271000268426272821509384797448065059976410525971598281602487975613210186167348986926513700167097001212983058734296107134242014739805461347816804638971614660908020325461870264090900448135007502622157399808350083398057065090946364310885863150426963196116525188253939550385599211990775653067354615216085087700956264480017751020768466675411904309028327500767188130958256987748665068769273628577250062324386885550139125976033517524493558843704002861792801439099076685014026071157652927101050477109245675453783299398631566747072829508577270205604813337910387799088790689572596425420849322285689390243094838036007267517629211083978239366810629599530307206027178499326972190764148264057503938627075666711059100464410085424531793433796395982022166051187584473319552813223763763321745952342921635413112538905443832139407744971214580293501019361121108649956308352375825833017483017277724231026940437678740805438716145732289797246175484483375015416607910850094036912250398630490087041017745265432900311609431411444790073769980277926601531812007554453842017939539275062789000653251833683636116739641704874722590432071403478415404333983594497575582080237563070939987892316982091231314566210741546285117148916908723026526078484809063213104209560894445530805154337846331739341387356758703884583111430685777347811887760824441628907929131933239422770265779517346511667602903442617532416000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000','366832',f,❌,outputs/multiples/279/0.py,input/multiples/279.txt
5,"[5, 3, 2]",100,sum,,,,p,✅,outputs/multiples/280/0.py,input/multiples/280.txt
5,"[5, 3, 2]",100,product,,'35368674398053675755125743495729953704688979753067569772594338994025651789090578993908725841920000000000000000000000','3682',f,❌,outputs/multiples/281/0.py,input/multiples/281.txt
5,"[5, 3, 2]",124,sum,,,,p,✅,outputs/multiples/282/0.py,input/multiples/282.txt
5,"[5, 3, 2]",124,product,,'2331737399684742900999248666100229426149809579344201891843214653656287346230263521075120693313116614598852813963911139164160000000000000000000000000000','5585',f,❌,outputs/multiples/283/0.py,input/multiples/283.txt
5,"[5, 3, 2]",197,sum,,,,p,✅,outputs/multiples/284/0.py,input/multiples/284.txt
5,"[5, 3, 2]",197,product,,,,p,✅,outputs/multiples/285/0.py,input/multiples/285.txt
5,"[5, 3, 2]",200,sum,,,,p,✅,outputs/multiples/286/0.py,input/multiples/286.txt
5,"[5, 3, 2]",200,product,,'31702042379610915802875526122712208077277224109011461690281945928378324171809996485396293715885351076395786520999022474493199451064933117619993653679538619341659257509956787349185348049766079440960109318303030082766919381811200000000000000000000000000000000000000000000000','14432',f,❌,outputs/multiples/287/0.py,input/multiples/287.txt
5,"[5, 3, 2]",500,sum,,,,p,✅,outputs/multiples/288/0.py,input/multiples/288.txt
5,"[5, 3, 2]",500,product,,'427363461087833961241596123858407833517283442556174209653710109285060762426769092994848360936302603321808282423806747678994989451640897402418387646943650993358230148613149013271556089166860165073524685579293875054626134457429590871949694399162843457406860347352708458194319209512015593166083191076239187331846252725354140537856070803426460793885386820426940153529041336308108084612877527823459319194559055392857646212709951105195831585061786805220336944931788229253753882536931535418240346512083372700236974695798333273860297568624737109373057845233370562211229851552063845103491620316799153041256673649910403283422394807985494258604083817941470233026314582892268464791488208304785918156992907284099901685760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000','91082',f,❌,outputs/multiples/289/0.py,input/multiples/289.txt
5,"[5, 3, 2]",600,sum,,,,p,✅,outputs/multiples/290/0.py,input/multiples/290.txt
5,"[5, 3, 2]",600,product,,'20301829798191899980697693241421236596123432832736586500321266787242151728570848870273455186383050239602050739472063436333477674685530691421129139094731165758425715913364726950529867679303975275886401212236564421509640839823683852473363609401104394612510579614338511963475448320464690812700928953914956583788489896702647956909991832219408801501427511413205911570897321897080972917434574357936870575422899873076258899560287341384777529380322927012836010486595726254204374357965968039305416359939952877704779332076446881247544311232144214304282889136950082803018532963298716225083219271435259865075433276051688977339970808999048403738323184818567883460747740383823430082222199839787193252298849149251624996923989278514213504564187479468472659232823180461564470964805534034188832344921087622447035389824545514382031568658965185900093617104430787080612536094525740403966559104075763915161600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000','131700',f,❌,outputs/multiples/291/0.py,input/multiples/291.txt
5,"[5, 3, 2]",1000,sum,,,,p,✅,outputs/multiples/292/0.py,input/multiples/292.txt
5,"[5, 3, 2]",1000,product,,'26074721841935124457924886036029158780621046789352255853674160286015607862618928237063541824840666575781708646137242426703101230687151605638408840323126949634042965413827400548612738332586447990485646714434454084069491415089016728005331267007664622467177291773493071531271000268426272821509384797448065059976410525971598281602487975613210186167348986926513700167097001212983058734296107134242014739805461347816804638971614660908020325461870264090900448135007502622157399808350083398057065090946364310885863150426963196116525188253939550385599211990775653067354615216085087700956264480017751020768466675411904309028327500767188130958256987748665068769273628577250062324386885550139125976033517524493558843704002861792801439099076685014026071157652927101050477109245675453783299398631566747072829508577270205604813337910387799088790689572596425420849322285689390243094838036007267517629211083978239366810629599530307206027178499326972190764148264057503938627075666711059100464410085424531793433796395982022166051187584473319552813223763763321745952342921635413112538905443832139407744971214580293501019361121108649956308352375825833017483017277724231026940437678740805438716145732289797246175484483375015416607910850094036912250398630490087041017745265432900311609431411444790073769980277926601531812007554453842017939539275062789000653251833683636116739641704874722590432071403478415404333983594497575582080237563070939987892316982091231314566210741546285117148916908723026526078484809063213104209560894445530805154337846331739341387356758703884583111430685777347811887760824441628907929131933239422770265779517346511667602903442617532416000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000','366832',f,❌,outputs/multiples/293/0.py,input/multiples/293.txt
5,"[2, 9]",100,sum,,,,p,✅,outputs/multiples/322/0.py,input/multiples/322.txt
5,"[2, 9]",100,product,,,,p,✅,outputs/multiples/323/0.py,input/multiples/323.txt
5,"[2, 9]",124,sum,,,,p,✅,outputs/multiples/324/0.py,input/multiples/324.txt
5,"[2, 9]",124,product,,,,p,✅,outputs/multiples/325/0.py,input/multiples/325.txt
5,"[2, 9]",197,sum,,,,p,✅,outputs/multiples/326/0.py,input/multiples/326.txt
5,"[2, 9]",197,product,,,,p,✅,outputs/multiples/327/0.py,input/multiples/327.txt
5,"[2, 9]",200,sum,,,,p,✅,outputs/multiples/328/0.py,input/multiples/328.txt
5,"[2, 9]",200,product,,,,p,✅,outputs/multiples/329/0.py,input/multiples/329.txt
5,"[2, 9]",500,sum,,,,p,✅,outputs/multiples/330/0.py,input/multiples/330.txt
5,"[2, 9]",500,product,,,,p,✅,outputs/multiples/331/0.py,input/multiples/331.txt
5,"[2, 9]",600,sum,,,,p,✅,outputs/multiples/332/0.py,input/multiples/332.txt
5,"[2, 9]",600,product,,,,p,✅,outputs/multiples/333/0.py,input/multiples/333.txt
5,"[2, 9]",1000,sum,,,,p,✅,outputs/multiples/334/0.py,input/multiples/334.txt
5,"[2, 9]",1000,product,,,,p,✅,outputs/multiples/335/0.py,input/multiples/335.txt
