codex_result_emojis,incoder_result_emojis,codeparrot_result_emojis,var1_name,var2_name,line_order1,line_order2,line_order3,op1,op2,op3,codex_result,model_input,failed_inputs,failed_inputs,failed_inputs,errors,errors,errors,incoder_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs,codeparrot_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs
✅✅✅✅✅✅,💀💀💀💀💀💀,❌❌💀❌❌❌,fkrjf4ifji4ofj,b,second,third,first,sum,product,difference,pppppp,input/codex/arithmetic/5515.txt,[],[],"[[""(-2, 8, 15)"", ""1.875""], [""(-3, 17, 70)"", ""4.117647058823529""], [""(1, 1, 0)"", ""0.0""], [""(-1, 1, 0)"", ""0.0""], [""(80, 120, 2000)"", ""16.666666666666668""]]",[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""division by zero""]",eeeeee,[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""division by zero""]",[],[],"[[""(-2, 8, 15)"", ""1.875""], [""(-3, 17, 70)"", ""4.117647058823529""], [""(1, 1, 0)"", ""0.0""], [""(-1, 1, 0)"", ""0.0""], [""(80, 120, 2000)"", ""16.666666666666668""]]",ffefff,[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]","[""division by zero""]",[],[],"[[""(-2, 8, 15)"", ""1.875""], [""(-3, 17, 70)"", ""4.117647058823529""], [""(1, 1, 0)"", ""0.0""], [""(-1, 1, 0)"", ""0.0""], [""(80, 120, 2000)"", ""16.666666666666668""]]"
✅✅✅✅✅✅,❌❌❌❌❌❌,❌❌💀❌❌❌,fkrjf4ifji4ofj,b,second,third,first,difference,sum,product,pppppp,input/codex/arithmetic/5519.txt,[],"[[""(15, -2, 8)"", ""(0, 5, 3)""], [""(70, -3, 17)"", ""(1, 11, 49)""], [""(0, 0, 0)"", ""(0, 0, 1)""], [""(0, 1, 1)"", ""(0, 0, 1)""], [""(0, -1, 1)"", ""(0, 1, 0)""], [""(2000, 80, 120)"", ""(2, 22, 10000)""]]","[[""(15, -2, 8)"", ""-0.25""], [""(70, -3, 17)"", ""-0.17647058823529413""], [""(0, 1, 1)"", ""1.0""], [""(0, -1, 1)"", ""-1.0""], [""(2000, 80, 120)"", ""0.6666666666666666""]]",[],[],"[""division by zero""]",ffffff,[],[],"[""division by zero""]",[],"[[""(15, -2, 8)"", ""(0, 5, 3)""], [""(70, -3, 17)"", ""(1, 11, 49)""], [""(0, 0, 0)"", ""(0, 0, 1)""], [""(0, 1, 1)"", ""(0, 0, 1)""], [""(0, -1, 1)"", ""(0, 1, 0)""], [""(2000, 80, 120)"", ""(2, 22, 10000)""]]","[[""(15, -2, 8)"", ""-0.25""], [""(70, -3, 17)"", ""-0.17647058823529413""], [""(0, 1, 1)"", ""1.0""], [""(0, -1, 1)"", ""-1.0""], [""(2000, 80, 120)"", ""0.6666666666666666""]]",ffefff,[],[],"[""division by zero""]",[],"[[""(15, -2, 8)"", ""(0, 5, 3)""], [""(70, -3, 17)"", ""(1, 11, 49)""], [""(0, 0, 0)"", ""(0, 0, 1)""], [""(0, 1, 1)"", ""(0, 0, 1)""], [""(0, -1, 1)"", ""(0, 1, 0)""], [""(2000, 80, 120)"", ""(2, 22, 10000)""]]","[[""(15, -2, 8)"", ""-0.25""], [""(70, -3, 17)"", ""-0.17647058823529413""], [""(0, 1, 1)"", ""1.0""], [""(0, -1, 1)"", ""-1.0""], [""(2000, 80, 120)"", ""0.6666666666666666""]]"
✅✅✅✅✅✅,❌❌✅❌❌❌,❌❌💀❌❌❌,fkrjf4ifji4ofj,b,second,third,first,difference,product,sum,pppppp,input/codex/arithmetic/5523.txt,[],"[[""(8, -2, 15)"", ""(15, 8, 3)""], [""(17, -3, 70)"", ""(70, 17, 7)""], [""(1, 1, 0)"", ""(0, 1, 1)""], [""(1, -1, 0)"", ""(0, 1, 0)""], [""(120, 80, 2000)"", ""(2000, 120, 100)""]]","[[""(8, -2, 15)"", ""-0.25""], [""(17, -3, 70)"", ""-0.17647058823529413""], [""(1, 1, 0)"", ""1.0""], [""(1, -1, 0)"", ""-1.0""], [""(120, 80, 2000)"", ""0.6666666666666666""]]",[],[],"[""division by zero""]",ffpfff,[],[],"[""division by zero""]",[],"[[""(8, -2, 15)"", ""(15, 8, 3)""], [""(17, -3, 70)"", ""(70, 17, 7)""], [""(1, 1, 0)"", ""(0, 1, 1)""], [""(1, -1, 0)"", ""(0, 1, 0)""], [""(120, 80, 2000)"", ""(2000, 120, 100)""]]","[[""(8, -2, 15)"", ""-0.25""], [""(17, -3, 70)"", ""-0.17647058823529413""], [""(1, 1, 0)"", ""1.0""], [""(1, -1, 0)"", ""-1.0""], [""(120, 80, 2000)"", ""0.6666666666666666""]]",ffefff,[],[],"[""division by zero""]",[],"[[""(8, -2, 15)"", ""(15, 8, 3)""], [""(17, -3, 70)"", ""(70, 17, 7)""], [""(1, 1, 0)"", ""(0, 1, 1)""], [""(1, -1, 0)"", ""(0, 1, 0)""], [""(120, 80, 2000)"", ""(2000, 120, 100)""]]","[[""(8, -2, 15)"", ""-0.25""], [""(17, -3, 70)"", ""-0.17647058823529413""], [""(1, 1, 0)"", ""1.0""], [""(1, -1, 0)"", ""-1.0""], [""(120, 80, 2000)"", ""0.6666666666666666""]]"
✅✅✅✅✅✅,💀💀💀💀💀💀,💀💀💀💀💀💀,fkrjf4ifji4ofj,b,second,third,first,product,sum,difference,pppppp,input/codex/arithmetic/5527.txt,[],[],[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]","[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",eeeeee,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]","[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",[],[],[],eeeeee,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]","[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",[],[],[]
✅✅✅✅✅✅,❌❌❌❌❌❌,❌❌❌❌❌❌,fkrjf4ifji4ofj,b,second,third,first,product,difference,sum,pppppp,input/codex/arithmetic/5529.txt,[],"[[""(8, 15, -2)"", ""(60, 12, 12)""], [""(17, 70, -3)"", ""(604800, 49, 49)""], [""(0, 0, 0)"", ""(1, 0, 0)""], [""(1, 0, 1)"", ""(0, 0, 0)""], [""(1, 0, -1)"", ""(1, 0, 0)""], [""(120, 2000, 80)"", ""(0, -2950, -2950)""]]","[[""(8, 15, -2)"", ""7""], [""(17, 70, -3)"", ""35""], [""(0, 0, 0)"", ""0""], [""(1, 0, 1)"", ""0""], [""(1, 0, -1)"", ""0""], [""(120, 2000, 80)"", ""1000""]]",[],[],[],ffffff,[],[],[],[],"[[""(8, 15, -2)"", ""(60, 12, 12)""], [""(17, 70, -3)"", ""(604800, 49, 49)""], [""(0, 0, 0)"", ""(1, 0, 0)""], [""(1, 0, 1)"", ""(0, 0, 0)""], [""(1, 0, -1)"", ""(1, 0, 0)""], [""(120, 2000, 80)"", ""(0, -2950, -2950)""]]","[[""(8, 15, -2)"", ""7""], [""(17, 70, -3)"", ""35""], [""(0, 0, 0)"", ""0""], [""(1, 0, 1)"", ""0""], [""(1, 0, -1)"", ""0""], [""(120, 2000, 80)"", ""1000""]]",ffffff,[],[],[],[],"[[""(8, 15, -2)"", ""(60, 12, 12)""], [""(17, 70, -3)"", ""(604800, 49, 49)""], [""(0, 0, 0)"", ""(1, 0, 0)""], [""(1, 0, 1)"", ""(0, 0, 0)""], [""(1, 0, -1)"", ""(1, 0, 0)""], [""(120, 2000, 80)"", ""(0, -2950, -2950)""]]","[[""(8, 15, -2)"", ""7""], [""(17, 70, -3)"", ""35""], [""(0, 0, 0)"", ""0""], [""(1, 0, 1)"", ""0""], [""(1, 0, -1)"", ""0""], [""(120, 2000, 80)"", ""1000""]]"
✅✅✅✅✅✅,❌❌❌❌❌❌,❌❌💀❌❌❌,fkrjf4ifji4ofj,b,third,first,second,sum,difference,product,pppppp,input/codex/arithmetic/5621.txt,[],"[[""(-2, 15, 8)"", ""(8, 2, 15, 15)""], [""(-3, 70, 17)"", ""(17, 3, 70, 70)""], [""(0, 0, 0)"", ""(0, 0, 0, 0)""], [""(1, 0, 1)"", ""(1, -1, 0, 0)""], [""(-1, 0, 1)"", ""(1, 1, 0, 0)""], [""(80, 2000, 120)"", ""(120, -80, 2000, 2000)""]]","[[""(-2, 15, 8)"", ""1.875""], [""(-3, 70, 17)"", ""4.117647058823529""], [""(1, 0, 1)"", ""0.0""], [""(-1, 0, 1)"", ""0.0""], [""(80, 2000, 120)"", ""16.666666666666668""]]",[],[],"[""division by zero""]",ffffff,[],[],"[""division by zero""]",[],"[[""(-2, 15, 8)"", ""(8, 2, 15, 15)""], [""(-3, 70, 17)"", ""(17, 3, 70, 70)""], [""(0, 0, 0)"", ""(0, 0, 0, 0)""], [""(1, 0, 1)"", ""(1, -1, 0, 0)""], [""(-1, 0, 1)"", ""(1, 1, 0, 0)""], [""(80, 2000, 120)"", ""(120, -80, 2000, 2000)""]]","[[""(-2, 15, 8)"", ""1.875""], [""(-3, 70, 17)"", ""4.117647058823529""], [""(1, 0, 1)"", ""0.0""], [""(-1, 0, 1)"", ""0.0""], [""(80, 2000, 120)"", ""16.666666666666668""]]",ffefff,[],[],"[""division by zero""]",[],"[[""(-2, 15, 8)"", ""(8, 2, 15, 15)""], [""(-3, 70, 17)"", ""(17, 3, 70, 70)""], [""(0, 0, 0)"", ""(0, 0, 0, 0)""], [""(1, 0, 1)"", ""(1, -1, 0, 0)""], [""(-1, 0, 1)"", ""(1, 1, 0, 0)""], [""(80, 2000, 120)"", ""(120, -80, 2000, 2000)""]]","[[""(-2, 15, 8)"", ""1.875""], [""(-3, 70, 17)"", ""4.117647058823529""], [""(1, 0, 1)"", ""0.0""], [""(-1, 0, 1)"", ""0.0""], [""(80, 2000, 120)"", ""16.666666666666668""]]"
✅✅✅✅✅✅,❌❌✅❌❌❌,❌❌💀❌❌❌,fkrjf4ifji4ofj,b,third,first,second,sum,product,difference,pppppp,input/codex/arithmetic/5623.txt,[],"[[""(15, -2, 8)"", ""(3, 5, 2)""], [""(70, -3, 17)"", ""(7, 10, 3)""], [""(0, 1, 1)"", ""(1, 0, -1)""], [""(0, -1, 1)"", ""(0, 1, 1)""], [""(2000, 80, 120)"", ""(100, 20, -80)""]]","[[""(15, -2, 8)"", ""1.875""], [""(70, -3, 17)"", ""4.117647058823529""], [""(0, 1, 1)"", ""0.0""], [""(0, -1, 1)"", ""0.0""], [""(2000, 80, 120)"", ""16.666666666666668""]]",[],[],"[""division by zero""]",ffpfff,[],[],"[""division by zero""]",[],"[[""(15, -2, 8)"", ""(3, 5, 2)""], [""(70, -3, 17)"", ""(7, 10, 3)""], [""(0, 1, 1)"", ""(1, 0, -1)""], [""(0, -1, 1)"", ""(0, 1, 1)""], [""(2000, 80, 120)"", ""(100, 20, -80)""]]","[[""(15, -2, 8)"", ""1.875""], [""(70, -3, 17)"", ""4.117647058823529""], [""(0, 1, 1)"", ""0.0""], [""(0, -1, 1)"", ""0.0""], [""(2000, 80, 120)"", ""16.666666666666668""]]",ffefff,[],[],"[""division by zero""]",[],"[[""(15, -2, 8)"", ""(3, 5, 2)""], [""(70, -3, 17)"", ""(7, 10, 3)""], [""(0, 1, 1)"", ""(1, 0, -1)""], [""(0, -1, 1)"", ""(0, 1, 1)""], [""(2000, 80, 120)"", ""(100, 20, -80)""]]","[[""(15, -2, 8)"", ""1.875""], [""(70, -3, 17)"", ""4.117647058823529""], [""(0, 1, 1)"", ""0.0""], [""(0, -1, 1)"", ""0.0""], [""(2000, 80, 120)"", ""16.666666666666668""]]"
✅✅✅✅✅✅,❌❌✅❌❌❌,❌❌💀❌❌❌,fkrjf4ifji4ofj,b,third,first,second,difference,sum,product,pppppp,input/codex/arithmetic/5627.txt,[],"[[""(8, 15, -2)"", ""(-2, 8, 15)""], [""(17, 70, -3)"", ""(-3, 17, 70)""], [""(1, 0, 1)"", ""(1, 1, 0)""], [""(1, 0, -1)"", ""(-1, 1, 0)""], [""(120, 2000, 80)"", ""(80, 120, 2000)""]]","[[""(8, 15, -2)"", ""-0.25""], [""(17, 70, -3)"", ""-0.17647058823529413""], [""(1, 0, 1)"", ""1.0""], [""(1, 0, -1)"", ""-1.0""], [""(120, 2000, 80)"", ""0.6666666666666666""]]",[],[],"[""division by zero""]",ffpfff,[],[],"[""division by zero""]",[],"[[""(8, 15, -2)"", ""(-2, 8, 15)""], [""(17, 70, -3)"", ""(-3, 17, 70)""], [""(1, 0, 1)"", ""(1, 1, 0)""], [""(1, 0, -1)"", ""(-1, 1, 0)""], [""(120, 2000, 80)"", ""(80, 120, 2000)""]]","[[""(8, 15, -2)"", ""-0.25""], [""(17, 70, -3)"", ""-0.17647058823529413""], [""(1, 0, 1)"", ""1.0""], [""(1, 0, -1)"", ""-1.0""], [""(120, 2000, 80)"", ""0.6666666666666666""]]",ffefff,[],[],"[""division by zero""]",[],"[[""(8, 15, -2)"", ""(-2, 8, 15)""], [""(17, 70, -3)"", ""(-3, 17, 70)""], [""(1, 0, 1)"", ""(1, 1, 0)""], [""(1, 0, -1)"", ""(-1, 1, 0)""], [""(120, 2000, 80)"", ""(80, 120, 2000)""]]","[[""(8, 15, -2)"", ""-0.25""], [""(17, 70, -3)"", ""-0.17647058823529413""], [""(1, 0, 1)"", ""1.0""], [""(1, 0, -1)"", ""-1.0""], [""(120, 2000, 80)"", ""0.6666666666666666""]]"
✅✅✅✅✅✅,❌❌✅❌❌❌,❌❌💀❌❌❌,fkrjf4ifji4ofj,b,third,first,second,difference,product,sum,pppppp,input/codex/arithmetic/5631.txt,[],"[[""(15, 8, -2)"", ""(0, 20, 20)""], [""(70, 17, -3)"", ""(0, 80, 80)""], [""(0, 1, 1)"", ""(0, 0, 0)""], [""(0, 1, -1)"", ""(0, 1, 1)""], [""(2000, 120, 80)"", ""(0, 2020, 2020)""]]","[[""(15, 8, -2)"", ""-0.25""], [""(70, 17, -3)"", ""-0.17647058823529413""], [""(0, 1, 1)"", ""1.0""], [""(0, 1, -1)"", ""-1.0""], [""(2000, 120, 80)"", ""0.6666666666666666""]]",[],[],"[""division by zero""]",ffpfff,[],[],"[""division by zero""]",[],"[[""(15, 8, -2)"", ""(0, 20, 20)""], [""(70, 17, -3)"", ""(0, 80, 80)""], [""(0, 1, 1)"", ""(0, 0, 0)""], [""(0, 1, -1)"", ""(0, 1, 1)""], [""(2000, 120, 80)"", ""(0, 2020, 2020)""]]","[[""(15, 8, -2)"", ""-0.25""], [""(70, 17, -3)"", ""-0.17647058823529413""], [""(0, 1, 1)"", ""1.0""], [""(0, 1, -1)"", ""-1.0""], [""(2000, 120, 80)"", ""0.6666666666666666""]]",ffefff,[],[],"[""division by zero""]",[],"[[""(15, 8, -2)"", ""(0, 20, 20)""], [""(70, 17, -3)"", ""(0, 80, 80)""], [""(0, 1, 1)"", ""(0, 0, 0)""], [""(0, 1, -1)"", ""(0, 1, 1)""], [""(2000, 120, 80)"", ""(0, 2020, 2020)""]]","[[""(15, 8, -2)"", ""-0.25""], [""(70, 17, -3)"", ""-0.17647058823529413""], [""(0, 1, 1)"", ""1.0""], [""(0, 1, -1)"", ""-1.0""], [""(2000, 120, 80)"", ""0.6666666666666666""]]"
✅✅✅✅✅✅,❌❌❌❌❌❌,💀💀💀💀💀💀,fkrjf4ifji4ofj,b,third,first,second,product,sum,difference,pppppp,input/codex/arithmetic/5635.txt,[],"[[""(8, -2, 15)"", ""(8, -2, 10, 10)""], [""(17, -3, 70)"", ""(17, -3, 20, 20)""], [""(0, 0, 0)"", ""(0, 0, 0, 0)""], [""(1, 1, 0)"", ""(1, 1, 0, 0)""], [""(1, -1, 0)"", ""(1, -1, 2, 2)""], [""(120, 80, 2000)"", ""(120, 80, 40, 40)""]]",[],[],[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",ffffff,[],[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",[],"[[""(8, -2, 15)"", ""(8, -2, 10, 10)""], [""(17, -3, 70)"", ""(17, -3, 20, 20)""], [""(0, 0, 0)"", ""(0, 0, 0, 0)""], [""(1, 1, 0)"", ""(1, 1, 0, 0)""], [""(1, -1, 0)"", ""(1, -1, 2, 2)""], [""(120, 80, 2000)"", ""(120, 80, 40, 40)""]]",[],eeeeee,[],[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",[],"[[""(8, -2, 15)"", ""(8, -2, 10, 10)""], [""(17, -3, 70)"", ""(17, -3, 20, 20)""], [""(0, 0, 0)"", ""(0, 0, 0, 0)""], [""(1, 1, 0)"", ""(1, 1, 0, 0)""], [""(1, -1, 0)"", ""(1, -1, 2, 2)""], [""(120, 80, 2000)"", ""(120, 80, 40, 40)""]]",[]
✅✅✅✅✅✅,💀💀💀💀💀💀,💀💀💀💀💀💀,fkrjf4ifji4ofj,b,third,first,second,product,difference,sum,pppppp,input/codex/arithmetic/5637.txt,[],[],[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",eeeeee,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[],eeeeee,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,fkrjf4ifji4ofj,b,third,second,first,sum,difference,product,pppppp,input/codex/arithmetic/5675.txt,[],"[[""(15, -2, 8)"", ""(8, -2, 15)""], [""(70, -3, 17)"", ""(17, -3, 70)""], [""(0, 1, 1)"", ""(1, 1, 1)""], [""(0, -1, 1)"", ""(1, -1, 0)""], [""(2000, 80, 120)"", ""(120, 80, 2000)""]]",[],[],[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",ffpfff,[],[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",[],"[[""(15, -2, 8)"", ""(8, -2, 15)""], [""(70, -3, 17)"", ""(17, -3, 70)""], [""(0, 1, 1)"", ""(1, 1, 1)""], [""(0, -1, 1)"", ""(1, -1, 0)""], [""(2000, 80, 120)"", ""(120, 80, 2000)""]]",[],eeeeee,[],[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",[],"[[""(15, -2, 8)"", ""(8, -2, 15)""], [""(70, -3, 17)"", ""(17, -3, 70)""], [""(0, 1, 1)"", ""(1, 1, 1)""], [""(0, -1, 1)"", ""(1, -1, 0)""], [""(2000, 80, 120)"", ""(120, 80, 2000)""]]",[]
✅✅✅✅✅✅,💀💀💀💀💀💀,❌❌❌❌❌❌,fkrjf4ifji4ofj,b,third,second,first,sum,product,difference,pppppp,input/codex/arithmetic/5677.txt,[],[],"[[""(-2, 15, 8)"", ""7""], [""(-3, 70, 17)"", ""35""], [""(0, 0, 0)"", ""0""], [""(1, 0, 1)"", ""0""], [""(-1, 0, 1)"", ""0""], [""(80, 2000, 120)"", ""1000""]]",[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",[],eeeeee,[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",[],[],[],"[[""(-2, 15, 8)"", ""7""], [""(-3, 70, 17)"", ""35""], [""(0, 0, 0)"", ""0""], [""(1, 0, 1)"", ""0""], [""(-1, 0, 1)"", ""0""], [""(80, 2000, 120)"", ""1000""]]",ffffff,[],"[""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined"", ""name 'a' is not defined""]",[],[],[],"[[""(-2, 15, 8)"", ""7""], [""(-3, 70, 17)"", ""35""], [""(0, 0, 0)"", ""0""], [""(1, 0, 1)"", ""0""], [""(-1, 0, 1)"", ""0""], [""(80, 2000, 120)"", ""1000""]]"
✅✅✅✅✅✅,❌❌✅❌❌❌,❌❌💀❌❌❌,fkrjf4ifji4ofj,b,third,second,first,difference,sum,product,pppppp,input/codex/arithmetic/5681.txt,[],"[[""(15, 8, -2)"", ""(24, 8, 0)""], [""(70, 17, -3)"", ""(119, 17, 0)""], [""(0, 1, 1)"", ""(1, 1, 0)""], [""(0, 1, -1)"", ""(0, 1, 0)""], [""(2000, 120, 80)"", ""(12000, 120, 0)""]]","[[""(15, 8, -2)"", ""-0.25""], [""(70, 17, -3)"", ""-0.17647058823529413""], [""(0, 1, 1)"", ""1.0""], [""(0, 1, -1)"", ""-1.0""], [""(2000, 120, 80)"", ""0.6666666666666666""]]",[],[],"[""division by zero""]",ffpfff,[],[],"[""division by zero""]",[],"[[""(15, 8, -2)"", ""(24, 8, 0)""], [""(70, 17, -3)"", ""(119, 17, 0)""], [""(0, 1, 1)"", ""(1, 1, 0)""], [""(0, 1, -1)"", ""(0, 1, 0)""], [""(2000, 120, 80)"", ""(12000, 120, 0)""]]","[[""(15, 8, -2)"", ""-0.25""], [""(70, 17, -3)"", ""-0.17647058823529413""], [""(0, 1, 1)"", ""1.0""], [""(0, 1, -1)"", ""-1.0""], [""(2000, 120, 80)"", ""0.6666666666666666""]]",ffefff,[],[],"[""division by zero""]",[],"[[""(15, 8, -2)"", ""(24, 8, 0)""], [""(70, 17, -3)"", ""(119, 17, 0)""], [""(0, 1, 1)"", ""(1, 1, 0)""], [""(0, 1, -1)"", ""(0, 1, 0)""], [""(2000, 120, 80)"", ""(12000, 120, 0)""]]","[[""(15, 8, -2)"", ""-0.25""], [""(70, 17, -3)"", ""-0.17647058823529413""], [""(0, 1, 1)"", ""1.0""], [""(0, 1, -1)"", ""-1.0""], [""(2000, 120, 80)"", ""0.6666666666666666""]]"
✅✅✅✅✅✅,❌❌✅✅❌❌,❌❌💀❌❌❌,fkrjf4ifji4ofj,b,third,second,first,difference,product,sum,pppppp,input/codex/arithmetic/5685.txt,[],"[[""(8, 15, -2)"", ""(-2, 15, 8)""], [""(17, 70, -3)"", ""(-3, 70, 17)""], [""(1, 0, -1)"", ""(-1, 0, 1)""], [""(120, 2000, 80)"", ""(80, 2000, 120)""]]","[[""(8, 15, -2)"", ""-0.25""], [""(17, 70, -3)"", ""-0.17647058823529413""], [""(1, 0, 1)"", ""1.0""], [""(1, 0, -1)"", ""-1.0""], [""(120, 2000, 80)"", ""0.6666666666666666""]]",[],[],"[""division by zero""]",ffppff,[],[],"[""division by zero""]",[],"[[""(8, 15, -2)"", ""(-2, 15, 8)""], [""(17, 70, -3)"", ""(-3, 70, 17)""], [""(1, 0, -1)"", ""(-1, 0, 1)""], [""(120, 2000, 80)"", ""(80, 2000, 120)""]]","[[""(8, 15, -2)"", ""-0.25""], [""(17, 70, -3)"", ""-0.17647058823529413""], [""(1, 0, 1)"", ""1.0""], [""(1, 0, -1)"", ""-1.0""], [""(120, 2000, 80)"", ""0.6666666666666666""]]",ffefff,[],[],"[""division by zero""]",[],"[[""(8, 15, -2)"", ""(-2, 15, 8)""], [""(17, 70, -3)"", ""(-3, 70, 17)""], [""(1, 0, -1)"", ""(-1, 0, 1)""], [""(120, 2000, 80)"", ""(80, 2000, 120)""]]","[[""(8, 15, -2)"", ""-0.25""], [""(17, 70, -3)"", ""-0.17647058823529413""], [""(1, 0, 1)"", ""1.0""], [""(1, 0, -1)"", ""-1.0""], [""(120, 2000, 80)"", ""0.6666666666666666""]]"
✅✅✅✅✅✅,❌❌✅❌❌❌,❌❌💀❌❌❌,fkrjf4ifji4ofj,b,third,second,first,product,sum,difference,pppppp,input/codex/arithmetic/5689.txt,[],"[[""(-2, 8, 15)"", ""(3, 5, 2)""], [""(-3, 17, 70)"", ""(7, 10, 3)""], [""(1, 1, 0)"", ""(1, 0, -1)""], [""(-1, 1, 0)"", ""(0, 1, 1)""], [""(80, 120, 2000)"", ""(100, 20, -80)""]]","[[""(-2, 8, 15)"", ""1.875""], [""(-3, 17, 70)"", ""4.117647058823529""], [""(1, 1, 0)"", ""0.0""], [""(-1, 1, 0)"", ""0.0""], [""(80, 120, 2000)"", ""16.666666666666668""]]",[],[],"[""division by zero""]",ffpfff,[],[],"[""division by zero""]",[],"[[""(-2, 8, 15)"", ""(3, 5, 2)""], [""(-3, 17, 70)"", ""(7, 10, 3)""], [""(1, 1, 0)"", ""(1, 0, -1)""], [""(-1, 1, 0)"", ""(0, 1, 1)""], [""(80, 120, 2000)"", ""(100, 20, -80)""]]","[[""(-2, 8, 15)"", ""1.875""], [""(-3, 17, 70)"", ""4.117647058823529""], [""(1, 1, 0)"", ""0.0""], [""(-1, 1, 0)"", ""0.0""], [""(80, 120, 2000)"", ""16.666666666666668""]]",ffefff,[],[],"[""division by zero""]",[],"[[""(-2, 8, 15)"", ""(3, 5, 2)""], [""(-3, 17, 70)"", ""(7, 10, 3)""], [""(1, 1, 0)"", ""(1, 0, -1)""], [""(-1, 1, 0)"", ""(0, 1, 1)""], [""(80, 120, 2000)"", ""(100, 20, -80)""]]","[[""(-2, 8, 15)"", ""1.875""], [""(-3, 17, 70)"", ""4.117647058823529""], [""(1, 1, 0)"", ""0.0""], [""(-1, 1, 0)"", ""0.0""], [""(80, 120, 2000)"", ""16.666666666666668""]]"
