codex_result_emojis,incoder_result_emojis,codeparrot_result_emojis,digit,factor2,factor3,example_input,codex_result,model_input,failed_inputs,failed_inputs,failed_inputs,errors,errors,errors,incoder_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs,codeparrot_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,1837,3819,50,pppppppp,input/codex/fizzbuzz_count/69.txt,[],"[[""0"", ""7""], [""0"", ""7""], [""0"", ""7""], [""0"", ""7""], [""0"", ""13""], [""1"", ""25""], [""2"", ""25""], [""40"", ""49""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""1"", ""8707""], [""2"", ""54431""], [""40"", ""5443603""]]",[],[],[],ffffffff,[],[],[],[],"[[""0"", ""7""], [""0"", ""7""], [""0"", ""7""], [""0"", ""7""], [""0"", ""13""], [""1"", ""25""], [""2"", ""25""], [""40"", ""49""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""1"", ""8707""], [""2"", ""54431""], [""40"", ""5443603""]]",ffffffff,[],[],[],[],"[[""0"", ""7""], [""0"", ""7""], [""0"", ""7""], [""0"", ""7""], [""0"", ""13""], [""1"", ""25""], [""2"", ""25""], [""40"", ""49""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""1"", ""8707""], [""2"", ""54431""], [""40"", ""5443603""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅✅❌❌❌,❌❌❌❌❌❌❌❌,4,1837,3819,78,pppppppp,input/codex/fizzbuzz_count/70.txt,[],"[[""1"", ""0""], [""2"", ""0""], [""40"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""1"", ""7348000""], [""2"", ""18370000""], [""40"", ""183700000""]]",[],[],[],pppppfff,[],[],[],[],"[[""1"", ""0""], [""2"", ""0""], [""40"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""1"", ""7348000""], [""2"", ""18370000""], [""40"", ""183700000""]]",ffffffff,[],[],[],[],"[[""1"", ""0""], [""2"", ""0""], [""40"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""1"", ""7348000""], [""2"", ""18370000""], [""40"", ""183700000""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅✅❌❌❌,❌❌❌❌❌❌❌❌,4,1837,3819,3298,pppppppp,input/codex/fizzbuzz_count/71.txt,[],"[[""1"", ""0""], [""2"", ""0""], [""40"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""1"", ""8707""], [""2"", ""54431""], [""40"", ""5443603""]]",[],[],[],pppppfff,[],[],[],[],"[[""1"", ""0""], [""2"", ""0""], [""40"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""1"", ""8707""], [""2"", ""54431""], [""40"", ""5443603""]]",ffffffff,[],[],[],[],"[[""1"", ""0""], [""2"", ""0""], [""40"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""1"", ""8707""], [""2"", ""54431""], [""40"", ""5443603""]]"
❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,11,13,50,ffffffff,input/codex/fizzbuzz_count/72.txt,"[[""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""7"", ""6""], [""358"", ""293""], [""651"", ""556""], [""8028"", ""6586""]]","[[""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""222""], [""4"", ""546""], [""4"", ""560""], [""4"", ""900""], [""7"", ""3618""], [""358"", ""1454181""], [""651"", ""9090000""], [""8028"", ""909081818""]]",[],[],[],ffffffff,[],[],[],"[[""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""7"", ""6""], [""358"", ""293""], [""651"", ""556""], [""8028"", ""6586""]]","[[""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""222""], [""4"", ""546""], [""4"", ""560""], [""4"", ""900""], [""7"", ""3618""], [""358"", ""1454181""], [""651"", ""9090000""], [""8028"", ""909081818""]]",ffffffff,[],[],[],"[[""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""7"", ""6""], [""358"", ""293""], [""651"", ""556""], [""8028"", ""6586""]]","[[""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""222""], [""4"", ""546""], [""4"", ""560""], [""4"", ""900""], [""7"", ""3618""], [""358"", ""1454181""], [""651"", ""9090000""], [""8028"", ""909081818""]]"
❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,11,13,78,ffffffff,input/codex/fizzbuzz_count/73.txt,"[[""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""7"", ""6""], [""358"", ""293""], [""651"", ""556""], [""8028"", ""6586""]]","[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""1200""], [""4"", ""1872""], [""4"", ""1896""], [""4"", ""2400""], [""7"", ""4800""], [""358"", ""96000""], [""651"", ""240000""], [""8028"", ""2400000""]]",[],[],[],ffffffff,[],[],[],"[[""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""7"", ""6""], [""358"", ""293""], [""651"", ""556""], [""8028"", ""6586""]]","[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""1200""], [""4"", ""1872""], [""4"", ""1896""], [""4"", ""2400""], [""7"", ""4800""], [""358"", ""96000""], [""651"", ""240000""], [""8028"", ""2400000""]]",ffffffff,[],[],[],"[[""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""7"", ""6""], [""358"", ""293""], [""651"", ""556""], [""8028"", ""6586""]]","[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""1200""], [""4"", ""1872""], [""4"", ""1896""], [""4"", ""2400""], [""7"", ""4800""], [""358"", ""96000""], [""651"", ""240000""], [""8028"", ""2400000""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,11,13,3298,pppppppp,input/codex/fizzbuzz_count/74.txt,[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""13""], [""4"", ""21""], [""4"", ""21""], [""4"", ""27""], [""7"", ""54""], [""358"", ""1090""], [""651"", ""2727""], [""8028"", ""27272""]]",[],[],[],ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""13""], [""4"", ""21""], [""4"", ""21""], [""4"", ""27""], [""7"", ""54""], [""358"", ""1090""], [""651"", ""2727""], [""8028"", ""27272""]]",ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""13""], [""4"", ""21""], [""4"", ""21""], [""4"", ""27""], [""7"", ""54""], [""358"", ""1090""], [""651"", ""2727""], [""8028"", ""27272""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,11,3819,50,pppppppp,input/codex/fizzbuzz_count/78.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""202"", ""0""], [""366"", ""0""], [""4557"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""4"", ""6019""], [""202"", ""47819""], [""366"", ""113819""], [""4557"", ""1103819""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""202"", ""0""], [""366"", ""0""], [""4557"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""4"", ""6019""], [""202"", ""47819""], [""366"", ""113819""], [""4557"", ""1103819""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""202"", ""0""], [""366"", ""0""], [""4557"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""4"", ""6019""], [""202"", ""47819""], [""366"", ""113819""], [""4557"", ""1103819""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,11,3819,78,pppppppp,input/codex/fizzbuzz_count/79.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""202"", ""0""], [""366"", ""0""], [""4557"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""4"", ""6019""], [""202"", ""47819""], [""366"", ""113819""], [""4557"", ""1103819""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""202"", ""0""], [""366"", ""0""], [""4557"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""4"", ""6019""], [""202"", ""47819""], [""366"", ""113819""], [""4557"", ""1103819""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""202"", ""0""], [""366"", ""0""], [""4557"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""4"", ""6019""], [""202"", ""47819""], [""366"", ""113819""], [""4557"", ""1103819""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,11,3819,3298,pppppppp,input/codex/fizzbuzz_count/80.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""202"", ""0""], [""366"", ""0""], [""4557"", ""0""]]","[[""2"", ""556""], [""2"", ""859""], [""2"", ""871""], [""2"", ""1101""], [""4"", ""2202""], [""202"", ""44007""], [""366"", ""110001""], [""4557"", ""1100010""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""202"", ""0""], [""366"", ""0""], [""4557"", ""0""]]","[[""2"", ""556""], [""2"", ""859""], [""2"", ""871""], [""2"", ""1101""], [""4"", ""2202""], [""202"", ""44007""], [""366"", ""110001""], [""4557"", ""1100010""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""202"", ""0""], [""366"", ""0""], [""4557"", ""0""]]","[[""2"", ""556""], [""2"", ""859""], [""2"", ""871""], [""2"", ""1101""], [""4"", ""2202""], [""202"", ""44007""], [""366"", ""110001""], [""4557"", ""1100010""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,13,11,50,pppppppp,input/codex/fizzbuzz_count/84.txt,[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""188""], [""4"", ""462""], [""4"", ""474""], [""4"", ""761""], [""7"", ""3061""], [""358"", ""1230461""], [""651"", ""7691538""], [""8028"", ""769223076""]]",[],[],[],ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""188""], [""4"", ""462""], [""4"", ""474""], [""4"", ""761""], [""7"", ""3061""], [""358"", ""1230461""], [""651"", ""7691538""], [""8028"", ""769223076""]]",ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""188""], [""4"", ""462""], [""4"", ""474""], [""4"", ""761""], [""7"", ""3061""], [""358"", ""1230461""], [""651"", ""7691538""], [""8028"", ""769223076""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,13,11,78,pppppppp,input/codex/fizzbuzz_count/85.txt,[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""661""], [""4"", ""1025""], [""4"", ""1038""], [""4"", ""1311""], [""7"", ""2611""], [""358"", ""52011""], [""651"", ""130011""], [""8028"", ""1300011""]]",[],[],[],ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""661""], [""4"", ""1025""], [""4"", ""1038""], [""4"", ""1311""], [""7"", ""2611""], [""358"", ""52011""], [""651"", ""130011""], [""8028"", ""1300011""]]",ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""661""], [""4"", ""1025""], [""4"", ""1038""], [""4"", ""1311""], [""7"", ""2611""], [""358"", ""52011""], [""651"", ""130011""], [""8028"", ""1300011""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,13,11,3298,pppppppp,input/codex/fizzbuzz_count/86.txt,[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""661""], [""4"", ""1025""], [""4"", ""1038""], [""4"", ""1311""], [""7"", ""2611""], [""358"", ""52011""], [""651"", ""130011""], [""8028"", ""1300011""]]",[],[],[],ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""661""], [""4"", ""1025""], [""4"", ""1038""], [""4"", ""1311""], [""7"", ""2611""], [""358"", ""52011""], [""651"", ""130011""], [""8028"", ""1300011""]]",ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""1""], [""4"", ""0""], [""4"", ""0""], [""7"", ""0""], [""358"", ""0""], [""651"", ""0""], [""8028"", ""0""]]","[[""4"", ""661""], [""4"", ""1025""], [""4"", ""1038""], [""4"", ""1311""], [""7"", ""2611""], [""358"", ""52011""], [""651"", ""130011""], [""8028"", ""1300011""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,13,3819,50,pppppppp,input/codex/fizzbuzz_count/87.txt,[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""171"", ""0""], [""312"", ""0""], [""3861"", ""0""]]","[[""2"", ""816""], [""2"", ""2002""], [""2"", ""2054""], [""2"", ""3300""], [""4"", ""13266""], [""171"", ""5332000""], [""312"", ""33330000""], [""3861"", ""3333300000""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""171"", ""0""], [""312"", ""0""], [""3861"", ""0""]]","[[""2"", ""816""], [""2"", ""2002""], [""2"", ""2054""], [""2"", ""3300""], [""4"", ""13266""], [""171"", ""5332000""], [""312"", ""33330000""], [""3861"", ""3333300000""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""171"", ""0""], [""312"", ""0""], [""3861"", ""0""]]","[[""2"", ""816""], [""2"", ""2002""], [""2"", ""2054""], [""2"", ""3300""], [""4"", ""13266""], [""171"", ""5332000""], [""312"", ""33330000""], [""3861"", ""3333300000""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,13,3819,78,pppppppp,input/codex/fizzbuzz_count/88.txt,[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""171"", ""0""], [""312"", ""0""], [""3861"", ""0""]]","[[""2"", ""50""], [""2"", ""79""], [""2"", ""80""], [""2"", ""100""], [""4"", ""200""], [""171"", ""4000""], [""312"", ""10000""], [""3861"", ""100000""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""171"", ""0""], [""312"", ""0""], [""3861"", ""0""]]","[[""2"", ""50""], [""2"", ""79""], [""2"", ""80""], [""2"", ""100""], [""4"", ""200""], [""171"", ""4000""], [""312"", ""10000""], [""3861"", ""100000""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""171"", ""0""], [""312"", ""0""], [""3861"", ""0""]]","[[""2"", ""50""], [""2"", ""79""], [""2"", ""80""], [""2"", ""100""], [""4"", ""200""], [""171"", ""4000""], [""312"", ""10000""], [""3861"", ""100000""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,13,3819,3298,pppppppp,input/codex/fizzbuzz_count/89.txt,[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""171"", ""0""], [""312"", ""0""], [""3861"", ""0""]]","[[""2"", ""150""], [""2"", ""242""], [""2"", ""246""], [""2"", ""300""], [""4"", ""600""], [""171"", ""12000""], [""312"", ""30000""], [""3861"", ""300000""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""171"", ""0""], [""312"", ""0""], [""3861"", ""0""]]","[[""2"", ""150""], [""2"", ""242""], [""2"", ""246""], [""2"", ""300""], [""4"", ""600""], [""171"", ""12000""], [""312"", ""30000""], [""3861"", ""300000""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""171"", ""0""], [""312"", ""0""], [""3861"", ""0""]]","[[""2"", ""150""], [""2"", ""242""], [""2"", ""246""], [""2"", ""300""], [""4"", ""600""], [""171"", ""12000""], [""312"", ""30000""], [""3861"", ""300000""]]"
✅✅✅✅❌❌❌❌,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,7,13,50,ppppffff,input/codex/fizzbuzz_count/90.txt,"[[""8"", ""7""], [""458"", ""375""], [""837"", ""717""], [""10442"", ""8561""]]","[[""3"", ""0""], [""4"", ""2""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""458"", ""0""], [""837"", ""0""], [""10442"", ""0""]]","[[""3"", ""350""], [""4"", ""858""], [""4"", ""880""], [""4"", ""1414""], [""8"", ""5685""], [""458"", ""2285142""], [""837"", ""14284285""], [""10442"", ""1428557142""]]",[],[],[],ffffffff,[],[],[],"[[""8"", ""7""], [""458"", ""375""], [""837"", ""717""], [""10442"", ""8561""]]","[[""3"", ""0""], [""4"", ""2""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""458"", ""0""], [""837"", ""0""], [""10442"", ""0""]]","[[""3"", ""350""], [""4"", ""858""], [""4"", ""880""], [""4"", ""1414""], [""8"", ""5685""], [""458"", ""2285142""], [""837"", ""14284285""], [""10442"", ""1428557142""]]",ffffffff,[],[],[],"[[""8"", ""7""], [""458"", ""375""], [""837"", ""717""], [""10442"", ""8561""]]","[[""3"", ""0""], [""4"", ""2""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""458"", ""0""], [""837"", ""0""], [""10442"", ""0""]]","[[""3"", ""350""], [""4"", ""858""], [""4"", ""880""], [""4"", ""1414""], [""8"", ""5685""], [""458"", ""2285142""], [""837"", ""14284285""], [""10442"", ""1428557142""]]"
✅✅✅✅❌❌❌❌,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,7,13,78,ppppffff,input/codex/fizzbuzz_count/91.txt,"[[""8"", ""7""], [""458"", ""375""], [""837"", ""717""], [""10442"", ""8561""]]","[[""3"", ""0""], [""4"", ""2""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""458"", ""0""], [""837"", ""0""], [""10442"", ""0""]]","[[""3"", ""21""], [""4"", ""33""], [""4"", ""33""], [""4"", ""42""], [""8"", ""85""], [""458"", ""1714""], [""837"", ""4285""], [""10442"", ""42857""]]",[],[],[],ffffffff,[],[],[],"[[""8"", ""7""], [""458"", ""375""], [""837"", ""717""], [""10442"", ""8561""]]","[[""3"", ""0""], [""4"", ""2""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""458"", ""0""], [""837"", ""0""], [""10442"", ""0""]]","[[""3"", ""21""], [""4"", ""33""], [""4"", ""33""], [""4"", ""42""], [""8"", ""85""], [""458"", ""1714""], [""837"", ""4285""], [""10442"", ""42857""]]",ffffffff,[],[],[],"[[""8"", ""7""], [""458"", ""375""], [""837"", ""717""], [""10442"", ""8561""]]","[[""3"", ""0""], [""4"", ""2""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""458"", ""0""], [""837"", ""0""], [""10442"", ""0""]]","[[""3"", ""21""], [""4"", ""33""], [""4"", ""33""], [""4"", ""42""], [""8"", ""85""], [""458"", ""1714""], [""837"", ""4285""], [""10442"", ""42857""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,7,13,3298,pppppppp,input/codex/fizzbuzz_count/92.txt,[],"[[""3"", ""0""], [""4"", ""2""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""458"", ""0""], [""837"", ""0""], [""10442"", ""0""]]","[[""3"", ""21""], [""4"", ""33""], [""4"", ""33""], [""4"", ""42""], [""8"", ""85""], [""458"", ""1714""], [""837"", ""4285""], [""10442"", ""42857""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""4"", ""2""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""458"", ""0""], [""837"", ""0""], [""10442"", ""0""]]","[[""3"", ""21""], [""4"", ""33""], [""4"", ""33""], [""4"", ""42""], [""8"", ""85""], [""458"", ""1714""], [""837"", ""4285""], [""10442"", ""42857""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""4"", ""2""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""458"", ""0""], [""837"", ""0""], [""10442"", ""0""]]","[[""3"", ""21""], [""4"", ""33""], [""4"", ""33""], [""4"", ""42""], [""8"", ""85""], [""458"", ""1714""], [""837"", ""4285""], [""10442"", ""42857""]]"
❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,7,11,50,ffffffff,input/codex/fizzbuzz_count/93.txt,"[[""3"", ""2""], [""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""8"", ""6""], [""483"", ""393""], [""874"", ""745""], [""11030"", ""9034""]]","[[""3"", ""0""], [""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""8"", ""0""], [""483"", ""0""], [""874"", ""0""], [""11030"", ""0""]]","[[""3"", ""351""], [""4"", ""859""], [""4"", ""881""], [""4"", ""1415""], [""8"", ""5686""], [""483"", ""2285143""], [""874"", ""14284286""], [""11030"", ""1428557143""]]",[],[],[],ffffffff,[],[],[],"[[""3"", ""2""], [""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""8"", ""6""], [""483"", ""393""], [""874"", ""745""], [""11030"", ""9034""]]","[[""3"", ""0""], [""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""8"", ""0""], [""483"", ""0""], [""874"", ""0""], [""11030"", ""0""]]","[[""3"", ""351""], [""4"", ""859""], [""4"", ""881""], [""4"", ""1415""], [""8"", ""5686""], [""483"", ""2285143""], [""874"", ""14284286""], [""11030"", ""1428557143""]]",ffffffff,[],[],[],"[[""3"", ""2""], [""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""8"", ""6""], [""483"", ""393""], [""874"", ""745""], [""11030"", ""9034""]]","[[""3"", ""0""], [""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""8"", ""0""], [""483"", ""0""], [""874"", ""0""], [""11030"", ""0""]]","[[""3"", ""351""], [""4"", ""859""], [""4"", ""881""], [""4"", ""1415""], [""8"", ""5686""], [""483"", ""2285143""], [""874"", ""14284286""], [""11030"", ""1428557143""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,7,11,78,pppppppp,input/codex/fizzbuzz_count/94.txt,[],"[[""3"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""483"", ""0""], [""874"", ""0""], [""11030"", ""0""]]","[[""3"", ""361""], [""4"", ""557""], [""4"", ""564""], [""4"", ""711""], [""8"", ""1411""], [""483"", ""28011""], [""874"", ""70011""], [""11030"", ""700011""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""483"", ""0""], [""874"", ""0""], [""11030"", ""0""]]","[[""3"", ""361""], [""4"", ""557""], [""4"", ""564""], [""4"", ""711""], [""8"", ""1411""], [""483"", ""28011""], [""874"", ""70011""], [""11030"", ""700011""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""483"", ""0""], [""874"", ""0""], [""11030"", ""0""]]","[[""3"", ""361""], [""4"", ""557""], [""4"", ""564""], [""4"", ""711""], [""8"", ""1411""], [""483"", ""28011""], [""874"", ""70011""], [""11030"", ""700011""]]"
