codex_result_emojis,incoder_result_emojis,codeparrot_result_emojis,sum_num,count,example_input,codex_result,model_input,failed_inputs,failed_inputs,failed_inputs,errors,errors,errors,incoder_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs,codeparrot_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs
✅✅✅✅✅✅✅,❌✅❌❌❌✅❌,❌✅❌❌❌✅❌,3,2,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/72.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],fpfffpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",fpfffpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌✅❌❌❌✅❌,❌✅❌❌❌✅❌,3,2,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/73.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],fpfffpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",fpfffpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌✅✅✅❌❌,❌✅❌❌❌✅❌,3,2,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/74.txt,[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],pfpppff,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",fpfffpf,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌✅❌❌❌✅❌,💀💀💀💀💀💀💀,3,2,[1],ppppppp,input/codex/triples_sum_to/75.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",fpfffpf,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],eeeeeee,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
✅✅✅✅✅✅✅,✅✅✅✅❌✅❌,✅✅✅✅❌✅❌,3,3,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/76.txt,[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],ppppfpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",ppppfpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌❌❌❌✅❌❌,✅✅✅✅❌✅❌,3,3,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/77.txt,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],ffffpff,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",ppppfpf,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌❌❌❌✅❌✅,✅✅✅✅❌✅❌,3,3,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/78.txt,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],ffffpfp,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""]]",ppppfpf,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌❌❌✅❌✅❌,✅✅✅✅❌✅❌,3,3,[1],ppppppp,input/codex/triples_sum_to/79.txt,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],fffpfpf,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",ppppfpf,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌❌❌✅✅❌✅,💀💀💀💀💀💀💀,3,4,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/80.txt,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[],[],[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]",fffppfp,[],[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]",[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[],eeeeeee,[],[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]",[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[]
✅✅✅✅✅✅✅,✅✅✅❌❌✅✅,✅❌❌❌✅❌✅,3,4,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/81.txt,[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],[],[],pppffpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfffpfp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅✅✅✅✅,✅✅✅❌❌✅❌,✅❌❌❌✅❌✅,3,4,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/82.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],[],[],pppffpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfffpfp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅✅✅✅✅,❌❌❌❌❌❌❌,✅✅✅❌❌✅✅,3,4,[1],ppppppp,input/codex/triples_sum_to/83.txt,[],"[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""True"", ""None""], [""False"", ""None""], [""False"", ""None""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],fffffff,[],[],[],[],"[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""True"", ""None""], [""False"", ""None""], [""False"", ""None""]]","[[""True"", ""False""], [""True"", ""False""]]",pppffpp,[],[],[],[],"[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""True"", ""None""], [""False"", ""None""], [""False"", ""None""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅❌❌✅✅,💀💀💀💀💀💀💀,✅❌❌❌✅❌✅,3,5,"[1, 3, 5, 0]",pppffpp,input/codex/triples_sum_to/84.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]",[],eeeeeee,[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfffpfp,[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅❌❌✅✅,💀💀💀💀💀💀💀,✅❌❌❌✅❌✅,3,5,"[1, 3, -2, 1, 5, 8]",pppffpp,input/codex/triples_sum_to/85.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],eeeeeee,[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfffpfp,[],"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅❌❌✅✅,✅✅✅❌❌✅✅,✅❌❌❌✅❌✅,3,5,"[1, 2, -3, 7, 2, 7]",pppffpp,input/codex/triples_sum_to/86.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],[],[],pppffpp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfffpfp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅❌❌✅✅,✅✅✅✅❌✅✅,✅❌❌❌✅❌✅,3,5,[1],pppffpp,input/codex/triples_sum_to/87.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[],[],[],ppppfpp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfffpfp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
✅✅✅✅✅✅✅,❌❌❌❌❌❌❌,✅❌❌✅✅❌❌,3,8,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/88.txt,[],"[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""False"", ""None""], [""True"", ""None""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],fffffff,[],[],[],[],"[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""False"", ""None""], [""True"", ""None""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],[],"[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""False"", ""None""], [""True"", ""None""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌✅❌,✅❌❌✅✅❌❌,3,8,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/89.txt,[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌✅✅,✅❌❌✅✅❌❌,3,8,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/90.txt,[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpp,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌✅✅,✅❌❌✅✅❌❌,3,8,[1],ppppppp,input/codex/triples_sum_to/91.txt,[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpp,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,✅✅✅✅❌✅❌,✅❌✅✅❌❌❌,3,10,"[1, 3, 5, 0]",ppppfpf,input/codex/triples_sum_to/92.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpf,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfppfff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,✅✅✅✅❌✅❌,✅❌❌✅✅❌❌,3,10,"[1, 3, -2, 1, 5, 8]",ppppfpf,input/codex/triples_sum_to/93.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpf,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pffppff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,✅✅✅✅❌✅❌,✅❌✅✅❌❌❌,3,10,"[1, 2, -3, 7, 2, 7]",ppppfpf,input/codex/triples_sum_to/94.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpf,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfppfff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,✅✅✅✅❌✅❌,✅❌✅✅❌❌❌,3,10,[1],ppppfpf,input/codex/triples_sum_to/95.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpf,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfppfff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌❌❌✅❌✅✅,❌❌❌❌❌✅✅,5,2,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/96.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],fffpfpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",fffffpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅✅❌✅,❌❌❌❌❌✅✅,5,2,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/97.txt,[],"[[""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],pppppfp,[],[],[],[],"[[""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",fffffpp,[],[],[],[],"[[""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌❌❌✅❌✅✅,❌❌❌❌❌✅✅,5,2,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/98.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],fffpfpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",fffffpp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅✅❌❌,❌❌❌❌❌✅✅,5,2,[1],ppppppp,input/codex/triples_sum_to/99.txt,[],"[[""False"", ""True""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],pppppff,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",fffffpp,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌❌✅❌✅❌,✅❌❌✅❌✅❌,5,3,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/100.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],pffpfpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌✅✅❌✅❌❌,✅❌❌✅❌✅❌,5,3,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/101.txt,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],fppfpff,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpf,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,❌✅✅❌✅❌✅,✅❌❌✅❌✅❌,5,3,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/102.txt,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],fppfpfp,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpf,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌❌✅✅❌❌,✅❌❌✅❌✅❌,5,3,[1],ppppppp,input/codex/triples_sum_to/103.txt,[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],pffppff,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpf,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌❌❌❌❌❌,✅❌✅❌✅❌❌,5,4,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/104.txt,[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],pffffff,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfpfpff,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌✅✅✅❌✅,✅❌✅❌✅❌❌,5,4,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/105.txt,[],"[[""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],pfpppfp,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfpfpff,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
