factor1,factor2,factor3,factor1_result,factor2_result,factor3_result,result_emojis,result,model_input,failed_inputs,errors
13,3,5,Plang,Pling,Plong,✅✅✅✅❌✅❌✅✅❌✅✅❌❌❌✅✅✅✅❌❌✅✅✅❌❌✅❌✅❌✅✅✅✅❌✅✅✅❌❌✅❌✅✅❌✅✅✅❌❌✅❌✅✅❌❌✅✅✅❌✅✅❌✅❌✅✅✅✅❌✅✅✅✅❌✅❌❌✅❌✅✅✅❌❌✅✅✅✅❌❌✅✅✅❌✅✅❌✅❌✅✅✅❌❌✅✅✅✅❌✅❌✅✅❌✅❌✅❌❌✅✅✅✅❌❌✅,ppppfpfppfppfffppppffpppffpfpfppppfpppffpfppfpppffpfppffpppfppfpfppppfppppfpffpfpppffppppffpppfppfpfpppffppppfpfppfpfpffppppffp,input/codex/raindrops/606.txt,"[[""'Plong'"", ""'Plang'""], [""'7'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'13'""], [""'14'"", ""'Plong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'Plong'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'26'""], [""'28'"", ""'Plong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'Plong'"", ""'PlangPlong'""], [""'PlangPling'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'49'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'52'""], [""'Plong'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'Pling'"", ""'PlingPlong'""], [""'PlangPlong'"", ""'Plang'""], [""'Plong'"", ""'PlangPlong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'77'"", ""'Plong'""], [""'PlangPling'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""], [""'Plong'"", ""'Plang'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'Plang'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'98'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'104'""], [""'PlingPlong'"", ""'PlingPlangPlong'""], [""'Plong'"", ""'Plang'""], [""'112'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'PlangPling'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'Plong'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""]]",[]
13,3,5,Plang,Pling,Buzz,✅✅✅✅✅✅❌✅✅✅✅✅❌❌✅✅✅✅✅✅❌✅✅✅✅❌✅❌✅✅✅✅✅✅❌✅✅✅❌✅✅❌✅✅✅✅✅✅❌✅✅❌✅✅✅❌✅✅✅✅✅✅❌✅❌✅✅✅✅❌✅✅✅✅✅✅❌❌✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅❌❌✅✅✅✅✅✅❌✅✅✅✅❌✅❌✅✅✅✅✅✅❌✅,ppppppfpppppffppppppfppppfpfppppppfpppfppfppppppfppfpppfppppppfpfppppfppppppffpppppfppppppfppppppfpppppffppppppfppppfpfppppppfp,input/codex/raindrops/608.txt,"[[""'7'"", ""'Plong'""], [""'Plang'"", ""'13'""], [""'14'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""], [""'Plang'"", ""'26'""], [""'28'"", ""'Plong'""], [""'Buzz'"", ""'BuzzPlong'""], [""'PlangPling'"", ""'Pling'""], [""'Pling'"", ""'PlingPlong'""], [""'49'"", ""'Plong'""], [""'Plang'"", ""'52'""], [""'56'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""], [""'PlangBuzz'"", ""'Buzz'""], [""'Buzz'"", ""'BuzzPlong'""], [""'77'"", ""'Plong'""], [""'PlangPling'"", ""'Pling'""], [""'Pling'"", ""'PlingPlong'""], [""'Plang'"", ""'Plong'""], [""'98'"", ""'Plong'""], [""'Plang'"", ""'104'""], [""'PlingBuzz'"", ""'PlingBuzzPlong'""], [""'112'"", ""'Plong'""], [""'PlangPling'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""]]",[]
13,3,5,Plang,Buzz,Plong,✅✅❌✅❌❌❌✅❌❌✅❌❌❌❌✅✅❌✅❌❌✅✅❌❌❌❌❌✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌❌❌❌❌✅❌❌❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅❌❌✅❌❌✅✅❌❌✅❌✅✅❌❌✅❌✅❌❌✅❌❌❌✅❌✅❌❌✅✅❌✅❌❌❌✅❌❌✅❌✅❌❌✅✅❌✅❌❌✅,ppfpfffpffpffffppfpffppfffffpfppfpffppffpfppfppfffffpffffppfppfpffppffpfppfpffpffppffpfppffpfpffpfffpfpffppfpfffpffpfpffppfpffp,input/codex/raindrops/609.txt,"[[""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'7'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'13'""], [""'14'"", ""'Plong'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'PlingPlong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'26'""], [""'Buzz'"", ""'Pling'""], [""'28'"", ""'Plong'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'PlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'PlangBuzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'PlingPlong'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'49'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'52'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Buzz'"", ""'PlingPlong'""], [""'PlangPlong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'PlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'77'"", ""'Plong'""], [""'PlangBuzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Plang'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'98'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'104'""], [""'BuzzPlong'"", ""'PlingPlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'112'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'PlangBuzz'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'PlingPlong'""]]",[]
13,3,5,Fizz,Plang,Plong,✅✅❌✅❌❌❌✅❌❌✅❌❌❌❌✅✅❌✅❌❌✅✅❌❌❌❌❌✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌❌❌❌❌✅❌❌❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅❌❌✅❌❌✅✅❌❌✅❌✅✅❌❌✅❌✅❌❌✅❌❌❌✅❌✅❌❌✅✅❌✅❌❌❌✅❌❌✅❌✅❌❌✅✅❌✅❌❌✅,ppfpfffpffpffffppfpffppfffffpfppfpffppffpfppfppfffffpffffppfppfpffppffpfppfpffpffppffpfppffpfpffpfffpfpffppfpfffpffpfpffppfpffp,input/codex/raindrops/612.txt,"[[""'Plang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'7'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Fizz'"", ""'13'""], [""'14'"", ""'Plong'""], [""'PlangPlong'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Fizz'"", ""'26'""], [""'Plang'"", ""'Pling'""], [""'28'"", ""'Plong'""], [""'PlangPlong'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'FizzPlang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""], [""'PlangPlong'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'49'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Fizz'"", ""'52'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlang'""], [""'Plang'"", ""'PlingPlong'""], [""'FizzPlong'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlang'""], [""'77'"", ""'Plong'""], [""'FizzPlang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlong'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlang'""], [""'Fizz'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'98'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Fizz'"", ""'104'""], [""'PlangPlong'"", ""'PlingPlangPlong'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'112'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'FizzPlang'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'PlangPlong'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""]]",[]
13,3,5,Fizz,Plang,Buzz,✅✅❌✅❌❌❌✅❌❌✅❌❌❌❌✅✅❌✅❌❌✅✅❌❌❌❌❌✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌❌❌❌❌✅❌❌❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅❌❌✅❌❌✅✅❌❌✅❌✅✅❌❌✅❌✅❌❌✅❌❌❌✅❌✅❌❌✅✅❌✅❌❌❌✅❌❌✅❌✅❌❌✅✅❌✅❌❌✅,ppfpfffpffpffffppfpffppfffffpfppfpffppffpfppfppfffffpffffppfppfpffppffpfppfpffpffppffpfppffpfpffpfffpfpffppfpfffpffpfpffppfpffp,input/codex/raindrops/614.txt,"[[""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'7'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Fizz'"", ""'13'""], [""'14'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Fizz'"", ""'26'""], [""'Plang'"", ""'Pling'""], [""'28'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'FizzPlang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'49'"", ""'Plong'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Fizz'"", ""'52'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'Plang'"", ""'PlingPlong'""], [""'FizzBuzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'77'"", ""'Plong'""], [""'FizzPlang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlong'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'Fizz'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'98'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Fizz'"", ""'104'""], [""'PlangBuzz'"", ""'PlingPlangPlong'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'112'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'FizzPlang'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""]]",[]
13,3,5,Fizz,Pling,Plong,✅✅✅✅❌✅❌✅✅❌✅✅❌❌❌✅✅✅✅❌❌✅✅✅❌❌✅❌✅❌✅✅✅✅❌✅✅✅❌❌✅❌✅✅❌✅✅✅❌❌✅❌✅✅❌❌✅✅✅❌✅✅❌✅❌✅✅✅✅❌✅✅✅✅❌✅❌❌✅❌✅✅✅❌❌✅✅✅✅❌❌✅✅✅❌✅✅❌✅❌✅✅✅❌❌✅✅✅✅❌✅❌✅✅❌✅❌✅❌❌✅✅✅✅❌❌✅,ppppfpfppfppfffppppffpppffpfpfppppfpppffpfppfpppffpfppffpppfppfpfppppfppppfpffpfpppffppppffpppfppfpfpppffppppfpfppfpfpffppppffp,input/codex/raindrops/615.txt,"[[""'Plong'"", ""'Plang'""], [""'7'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Fizz'"", ""'13'""], [""'14'"", ""'Plong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'Plong'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""], [""'Plong'"", ""'Plang'""], [""'Fizz'"", ""'26'""], [""'28'"", ""'Plong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'Plong'"", ""'PlangPlong'""], [""'FizzPling'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'49'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Fizz'"", ""'52'""], [""'Plong'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'Pling'"", ""'PlingPlong'""], [""'FizzPlong'"", ""'Plang'""], [""'Plong'"", ""'PlangPlong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'77'"", ""'Plong'""], [""'FizzPling'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""], [""'Plong'"", ""'Plang'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'Fizz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'98'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Fizz'"", ""'104'""], [""'PlingPlong'"", ""'PlingPlangPlong'""], [""'Plong'"", ""'Plang'""], [""'112'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'FizzPling'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'PlingPlong'"", ""'PlingPlang'""], [""'Plong'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""]]",[]
13,3,5,Fizz,Pling,Plang,✅✅✅✅✅✅❌✅✅✅✅✅❌❌✅✅✅✅✅✅❌✅✅✅✅❌✅❌✅✅✅✅✅✅❌✅✅✅❌✅✅❌✅✅✅✅✅✅❌✅✅❌✅✅✅❌✅✅✅✅✅✅❌✅❌✅✅✅✅❌✅✅✅✅✅✅❌❌✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅❌❌✅✅✅✅✅✅❌✅✅✅✅❌✅❌✅✅✅✅✅✅❌✅,ppppppfpppppffppppppfppppfpfppppppfpppfppfppppppfppfpppfppppppfpfppppfppppppffpppppfppppppfppppppfpppppffppppppfppppfpfppppppfp,input/codex/raindrops/616.txt,"[[""'7'"", ""'Plong'""], [""'Fizz'"", ""'13'""], [""'14'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""], [""'Fizz'"", ""'26'""], [""'28'"", ""'Plong'""], [""'Plang'"", ""'PlangPlong'""], [""'FizzPling'"", ""'Pling'""], [""'Pling'"", ""'PlingPlong'""], [""'49'"", ""'Plong'""], [""'Fizz'"", ""'52'""], [""'56'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""], [""'FizzPlang'"", ""'Plang'""], [""'Plang'"", ""'PlangPlong'""], [""'77'"", ""'Plong'""], [""'FizzPling'"", ""'Pling'""], [""'Pling'"", ""'PlingPlong'""], [""'Fizz'"", ""'Plong'""], [""'98'"", ""'Plong'""], [""'Fizz'"", ""'104'""], [""'PlingPlang'"", ""'PlingPlangPlong'""], [""'112'"", ""'Plong'""], [""'FizzPling'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""]]",[]
13,3,5,Fizz,Pling,Buzz,✅✅✅✅✅✅❌✅✅✅✅✅❌❌✅✅✅✅✅✅❌✅✅✅✅❌✅❌✅✅✅✅✅✅❌✅✅✅❌✅✅❌✅✅✅✅✅✅❌✅✅❌✅✅✅❌✅✅✅✅✅✅❌✅❌✅✅✅✅❌✅✅✅✅✅✅❌❌✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅❌❌✅✅✅✅✅✅❌✅✅✅✅❌✅❌✅✅✅✅✅✅❌✅,ppppppfpppppffppppppfppppfpfppppppfpppfppfppppppfppfpppfppppppfpfppppfppppppffpppppfppppppfppppppfpppppffppppppfppppfpfppppppfp,input/codex/raindrops/617.txt,"[[""'7'"", ""'Plong'""], [""'Fizz'"", ""'13'""], [""'14'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""], [""'Fizz'"", ""'26'""], [""'28'"", ""'Plong'""], [""'Buzz'"", ""'BuzzPlong'""], [""'FizzPling'"", ""'Pling'""], [""'Pling'"", ""'PlingPlong'""], [""'49'"", ""'Plong'""], [""'Fizz'"", ""'52'""], [""'56'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""], [""'FizzBuzz'"", ""'Buzz'""], [""'Buzz'"", ""'BuzzPlong'""], [""'77'"", ""'Plong'""], [""'FizzPling'"", ""'Pling'""], [""'Pling'"", ""'PlingPlong'""], [""'Fizz'"", ""'Plong'""], [""'98'"", ""'Plong'""], [""'Fizz'"", ""'104'""], [""'PlingBuzz'"", ""'PlingBuzzPlong'""], [""'112'"", ""'Plong'""], [""'FizzPling'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""]]",[]
13,3,5,Fizz,Buzz,Plong,✅✅❌✅❌❌❌✅❌❌✅❌❌❌❌✅✅❌✅❌❌✅✅❌❌❌❌❌✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌❌❌❌❌✅❌❌❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅❌❌✅❌❌✅✅❌❌✅❌✅✅❌❌✅❌✅❌❌✅❌❌❌✅❌✅❌❌✅✅❌✅❌❌❌✅❌❌✅❌✅❌❌✅✅❌✅❌❌✅,ppfpfffpffpffffppfpffppfffffpfppfpffppffpfppfppfffffpffffppfppfpffppffpfppfpffpffppffpfppffpfpffpfffpfpffppfpfffpffpfpffppfpffp,input/codex/raindrops/618.txt,"[[""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'7'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Fizz'"", ""'13'""], [""'14'"", ""'Plong'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'PlingPlong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Fizz'"", ""'26'""], [""'Buzz'"", ""'Pling'""], [""'28'"", ""'Plong'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'PlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'FizzBuzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'PlingPlong'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'49'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Fizz'"", ""'52'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Buzz'"", ""'PlingPlong'""], [""'FizzPlong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'PlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'77'"", ""'Plong'""], [""'FizzBuzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Fizz'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'98'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Fizz'"", ""'104'""], [""'BuzzPlong'"", ""'PlingPlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'112'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'FizzBuzz'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'BuzzPlong'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'PlingPlong'""]]",[]
13,3,5,Fizz,Buzz,Plang,✅✅❌✅✅❌❌✅❌✅✅❌❌❌❌✅✅❌✅✅❌✅✅❌✅❌❌❌✅❌✅✅❌✅❌❌✅✅❌✅✅❌✅✅❌✅✅❌❌✅❌❌✅❌✅❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅❌❌✅✅❌✅✅❌✅✅❌✅✅❌❌✅❌✅✅❌✅❌❌✅✅❌✅❌❌✅✅❌✅✅❌❌✅❌✅✅❌✅❌❌✅✅❌✅✅❌✅,ppfppffpfppffffppfppfppfpfffpfppfpffppfppfppfppffpffpfpffppfppfpffppffpfppfpffppfppfppfppffpfppfpffppfpffppfppffpfppfpffppfppfp,input/codex/raindrops/619.txt,"[[""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'7'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'Fizz'"", ""'13'""], [""'14'"", ""'Plong'""], [""'BuzzPlang'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlong'""], [""'Buzz'"", ""'Pling'""], [""'Fizz'"", ""'26'""], [""'Buzz'"", ""'Pling'""], [""'28'"", ""'Plong'""], [""'BuzzPlang'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'PlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'FizzBuzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlong'""], [""'BuzzPlang'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'49'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Fizz'"", ""'52'""], [""'Buzz'"", ""'Pling'""], [""'56'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'BuzzPlang'"", ""'PlingPlang'""], [""'Buzz'"", ""'PlingPlong'""], [""'FizzPlang'"", ""'Plang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'Plang'"", ""'PlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'BuzzPlang'"", ""'PlingPlang'""], [""'77'"", ""'Plong'""], [""'FizzBuzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlong'""], [""'Buzz'"", ""'Pling'""], [""'BuzzPlang'"", ""'PlingPlang'""], [""'Fizz'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'98'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'Fizz'"", ""'104'""], [""'BuzzPlang'"", ""'PlingPlangPlong'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'Pling'""], [""'112'"", ""'Plong'""], [""'Buzz'"", ""'Pling'""], [""'FizzBuzz'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'BuzzPlang'"", ""'PlingPlang'""], [""'Buzz'"", ""'Pling'""], [""'Buzz'"", ""'PlingPlong'""]]",[]
