digit,factor2,factor3,example_input,input,expected,actual,result,result_emojis,model_input
3,1837,3819,3298,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/107.txt
3,1837,3819,3298,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/107.txt
3,1837,3819,3298,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/107.txt
3,1837,3819,3298,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/107.txt
3,1837,3819,3298,200,0,None,f,❌,input/codeparrot/fizzbuzz_count/107.txt
3,1837,3819,3298,4000,3,None,f,❌,input/codeparrot/fizzbuzz_count/107.txt
3,1837,3819,3298,10000,5,None,f,❌,input/codeparrot/fizzbuzz_count/107.txt
3,1837,3819,3298,100000,39,None,f,❌,input/codeparrot/fizzbuzz_count/107.txt
1,11,13,50,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/108.txt
1,11,13,50,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/108.txt
1,11,13,50,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/108.txt
1,11,13,50,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/108.txt
1,11,13,50,200,23,None,f,❌,input/codeparrot/fizzbuzz_count/108.txt
1,11,13,50,4000,354,None,f,❌,input/codeparrot/fizzbuzz_count/108.txt
1,11,13,50,10000,642,None,f,❌,input/codeparrot/fizzbuzz_count/108.txt
1,11,13,50,100000,8053,None,f,❌,input/codeparrot/fizzbuzz_count/108.txt
1,11,13,78,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/109.txt
1,11,13,78,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/109.txt
1,11,13,78,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/109.txt
1,11,13,78,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/109.txt
1,11,13,78,200,23,None,f,❌,input/codeparrot/fizzbuzz_count/109.txt
1,11,13,78,4000,354,None,f,❌,input/codeparrot/fizzbuzz_count/109.txt
1,11,13,78,10000,642,None,f,❌,input/codeparrot/fizzbuzz_count/109.txt
1,11,13,78,100000,8053,None,f,❌,input/codeparrot/fizzbuzz_count/109.txt
1,11,13,3298,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/110.txt
1,11,13,3298,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/110.txt
1,11,13,3298,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/110.txt
1,11,13,3298,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/110.txt
1,11,13,3298,200,23,None,f,❌,input/codeparrot/fizzbuzz_count/110.txt
1,11,13,3298,4000,354,None,f,❌,input/codeparrot/fizzbuzz_count/110.txt
1,11,13,3298,10000,642,None,f,❌,input/codeparrot/fizzbuzz_count/110.txt
1,11,13,3298,100000,8053,None,f,❌,input/codeparrot/fizzbuzz_count/110.txt
1,11,3819,50,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/114.txt
1,11,3819,50,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/114.txt
1,11,3819,50,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/114.txt
1,11,3819,50,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/114.txt
1,11,3819,50,200,13,None,f,❌,input/codeparrot/fizzbuzz_count/114.txt
1,11,3819,50,4000,202,None,f,❌,input/codeparrot/fizzbuzz_count/114.txt
1,11,3819,50,10000,365,None,f,❌,input/codeparrot/fizzbuzz_count/114.txt
1,11,3819,50,100000,4558,None,f,❌,input/codeparrot/fizzbuzz_count/114.txt
1,11,3819,78,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/115.txt
1,11,3819,78,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/115.txt
1,11,3819,78,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/115.txt
1,11,3819,78,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/115.txt
1,11,3819,78,200,13,None,f,❌,input/codeparrot/fizzbuzz_count/115.txt
1,11,3819,78,4000,202,None,f,❌,input/codeparrot/fizzbuzz_count/115.txt
1,11,3819,78,10000,365,None,f,❌,input/codeparrot/fizzbuzz_count/115.txt
1,11,3819,78,100000,4558,None,f,❌,input/codeparrot/fizzbuzz_count/115.txt
1,11,3819,3298,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/116.txt
1,11,3819,3298,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/116.txt
1,11,3819,3298,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/116.txt
1,11,3819,3298,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/116.txt
1,11,3819,3298,200,13,None,f,❌,input/codeparrot/fizzbuzz_count/116.txt
1,11,3819,3298,4000,202,None,f,❌,input/codeparrot/fizzbuzz_count/116.txt
1,11,3819,3298,10000,365,None,f,❌,input/codeparrot/fizzbuzz_count/116.txt
1,11,3819,3298,100000,4558,None,f,❌,input/codeparrot/fizzbuzz_count/116.txt
1,13,11,50,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/120.txt
1,13,11,50,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/120.txt
1,13,11,50,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/120.txt
1,13,11,50,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/120.txt
1,13,11,50,200,23,None,f,❌,input/codeparrot/fizzbuzz_count/120.txt
1,13,11,50,4000,354,None,f,❌,input/codeparrot/fizzbuzz_count/120.txt
1,13,11,50,10000,642,None,f,❌,input/codeparrot/fizzbuzz_count/120.txt
1,13,11,50,100000,8053,None,f,❌,input/codeparrot/fizzbuzz_count/120.txt
1,13,11,78,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/121.txt
1,13,11,78,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/121.txt
1,13,11,78,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/121.txt
1,13,11,78,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/121.txt
1,13,11,78,200,23,None,f,❌,input/codeparrot/fizzbuzz_count/121.txt
1,13,11,78,4000,354,None,f,❌,input/codeparrot/fizzbuzz_count/121.txt
1,13,11,78,10000,642,None,f,❌,input/codeparrot/fizzbuzz_count/121.txt
1,13,11,78,100000,8053,None,f,❌,input/codeparrot/fizzbuzz_count/121.txt
1,13,11,3298,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/122.txt
1,13,11,3298,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/122.txt
1,13,11,3298,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/122.txt
1,13,11,3298,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/122.txt
1,13,11,3298,200,23,None,f,❌,input/codeparrot/fizzbuzz_count/122.txt
1,13,11,3298,4000,354,None,f,❌,input/codeparrot/fizzbuzz_count/122.txt
1,13,11,3298,10000,642,None,f,❌,input/codeparrot/fizzbuzz_count/122.txt
1,13,11,3298,100000,8053,None,f,❌,input/codeparrot/fizzbuzz_count/122.txt
1,13,3819,50,50,1,None,f,❌,input/codeparrot/fizzbuzz_count/123.txt
1,13,3819,50,78,1,None,f,❌,input/codeparrot/fizzbuzz_count/123.txt
1,13,3819,50,79,1,None,f,❌,input/codeparrot/fizzbuzz_count/123.txt
1,13,3819,50,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/123.txt
1,13,3819,50,200,11,None,f,❌,input/codeparrot/fizzbuzz_count/123.txt
1,13,3819,50,4000,172,None,f,❌,input/codeparrot/fizzbuzz_count/123.txt
1,13,3819,50,10000,308,None,f,❌,input/codeparrot/fizzbuzz_count/123.txt
1,13,3819,50,100000,3859,None,f,❌,input/codeparrot/fizzbuzz_count/123.txt
1,13,3819,78,50,1,None,f,❌,input/codeparrot/fizzbuzz_count/124.txt
1,13,3819,78,78,1,None,f,❌,input/codeparrot/fizzbuzz_count/124.txt
1,13,3819,78,79,1,None,f,❌,input/codeparrot/fizzbuzz_count/124.txt
1,13,3819,78,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/124.txt
1,13,3819,78,200,11,None,f,❌,input/codeparrot/fizzbuzz_count/124.txt
1,13,3819,78,4000,172,None,f,❌,input/codeparrot/fizzbuzz_count/124.txt
1,13,3819,78,10000,308,None,f,❌,input/codeparrot/fizzbuzz_count/124.txt
1,13,3819,78,100000,3859,None,f,❌,input/codeparrot/fizzbuzz_count/124.txt
1,13,3819,3298,50,1,None,f,❌,input/codeparrot/fizzbuzz_count/125.txt
1,13,3819,3298,78,1,None,f,❌,input/codeparrot/fizzbuzz_count/125.txt
1,13,3819,3298,79,1,None,f,❌,input/codeparrot/fizzbuzz_count/125.txt
1,13,3819,3298,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/125.txt
1,13,3819,3298,200,11,None,f,❌,input/codeparrot/fizzbuzz_count/125.txt
1,13,3819,3298,4000,172,None,f,❌,input/codeparrot/fizzbuzz_count/125.txt
1,13,3819,3298,10000,308,None,f,❌,input/codeparrot/fizzbuzz_count/125.txt
1,13,3819,3298,100000,3859,None,f,❌,input/codeparrot/fizzbuzz_count/125.txt
1,7,13,50,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/126.txt
1,7,13,50,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/126.txt
1,7,13,50,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/126.txt
1,7,13,50,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/126.txt
1,7,13,50,200,29,None,f,❌,input/codeparrot/fizzbuzz_count/126.txt
1,7,13,50,4000,461,None,f,❌,input/codeparrot/fizzbuzz_count/126.txt
1,7,13,50,10000,835,None,f,❌,input/codeparrot/fizzbuzz_count/126.txt
1,7,13,50,100000,10440,None,f,❌,input/codeparrot/fizzbuzz_count/126.txt
1,7,13,78,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/127.txt
1,7,13,78,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/127.txt
1,7,13,78,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/127.txt
1,7,13,78,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/127.txt
1,7,13,78,200,29,None,f,❌,input/codeparrot/fizzbuzz_count/127.txt
1,7,13,78,4000,461,None,f,❌,input/codeparrot/fizzbuzz_count/127.txt
1,7,13,78,10000,835,None,f,❌,input/codeparrot/fizzbuzz_count/127.txt
1,7,13,78,100000,10440,None,f,❌,input/codeparrot/fizzbuzz_count/127.txt
1,7,13,3298,50,3,None,f,❌,input/codeparrot/fizzbuzz_count/128.txt
1,7,13,3298,78,3,None,f,❌,input/codeparrot/fizzbuzz_count/128.txt
1,7,13,3298,79,3,None,f,❌,input/codeparrot/fizzbuzz_count/128.txt
1,7,13,3298,100,4,None,f,❌,input/codeparrot/fizzbuzz_count/128.txt
1,7,13,3298,200,29,None,f,❌,input/codeparrot/fizzbuzz_count/128.txt
1,7,13,3298,4000,461,None,f,❌,input/codeparrot/fizzbuzz_count/128.txt
1,7,13,3298,10000,835,None,f,❌,input/codeparrot/fizzbuzz_count/128.txt
1,7,13,3298,100000,10440,None,f,❌,input/codeparrot/fizzbuzz_count/128.txt
1,7,11,50,50,4,None,f,❌,input/codeparrot/fizzbuzz_count/129.txt
1,7,11,50,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/129.txt
1,7,11,50,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/129.txt
1,7,11,50,100,5,None,f,❌,input/codeparrot/fizzbuzz_count/129.txt
1,7,11,50,200,32,None,f,❌,input/codeparrot/fizzbuzz_count/129.txt
1,7,11,50,4000,488,None,f,❌,input/codeparrot/fizzbuzz_count/129.txt
1,7,11,50,10000,888,None,f,❌,input/codeparrot/fizzbuzz_count/129.txt
1,7,11,50,100000,11046,None,f,❌,input/codeparrot/fizzbuzz_count/129.txt
1,7,11,78,50,4,None,f,❌,input/codeparrot/fizzbuzz_count/130.txt
1,7,11,78,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/130.txt
1,7,11,78,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/130.txt
1,7,11,78,100,5,None,f,❌,input/codeparrot/fizzbuzz_count/130.txt
1,7,11,78,200,32,None,f,❌,input/codeparrot/fizzbuzz_count/130.txt
1,7,11,78,4000,488,None,f,❌,input/codeparrot/fizzbuzz_count/130.txt
1,7,11,78,10000,888,None,f,❌,input/codeparrot/fizzbuzz_count/130.txt
1,7,11,78,100000,11046,None,f,❌,input/codeparrot/fizzbuzz_count/130.txt
1,7,11,3298,50,4,None,f,❌,input/codeparrot/fizzbuzz_count/131.txt
1,7,11,3298,78,4,None,f,❌,input/codeparrot/fizzbuzz_count/131.txt
1,7,11,3298,79,4,None,f,❌,input/codeparrot/fizzbuzz_count/131.txt
1,7,11,3298,100,5,None,f,❌,input/codeparrot/fizzbuzz_count/131.txt
1,7,11,3298,200,32,None,f,❌,input/codeparrot/fizzbuzz_count/131.txt
1,7,11,3298,4000,488,None,f,❌,input/codeparrot/fizzbuzz_count/131.txt
1,7,11,3298,10000,888,None,f,❌,input/codeparrot/fizzbuzz_count/131.txt
1,7,11,3298,100000,11046,None,f,❌,input/codeparrot/fizzbuzz_count/131.txt
1,7,3819,50,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/132.txt
1,7,3819,50,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/132.txt
1,7,3819,50,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/132.txt
1,7,3819,50,100,3,None,f,❌,input/codeparrot/fizzbuzz_count/132.txt
1,7,3819,50,200,20,None,f,❌,input/codeparrot/fizzbuzz_count/132.txt
1,7,3819,50,4000,316,None,f,❌,input/codeparrot/fizzbuzz_count/132.txt
1,7,3819,50,10000,573,None,f,❌,input/codeparrot/fizzbuzz_count/132.txt
1,7,3819,50,100000,7157,None,f,❌,input/codeparrot/fizzbuzz_count/132.txt
1,7,3819,78,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/133.txt
1,7,3819,78,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/133.txt
1,7,3819,78,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/133.txt
1,7,3819,78,100,3,None,f,❌,input/codeparrot/fizzbuzz_count/133.txt
1,7,3819,78,200,20,None,f,❌,input/codeparrot/fizzbuzz_count/133.txt
1,7,3819,78,4000,316,None,f,❌,input/codeparrot/fizzbuzz_count/133.txt
1,7,3819,78,10000,573,None,f,❌,input/codeparrot/fizzbuzz_count/133.txt
1,7,3819,78,100000,7157,None,f,❌,input/codeparrot/fizzbuzz_count/133.txt
1,7,3819,3298,50,2,None,f,❌,input/codeparrot/fizzbuzz_count/134.txt
1,7,3819,3298,78,2,None,f,❌,input/codeparrot/fizzbuzz_count/134.txt
1,7,3819,3298,79,2,None,f,❌,input/codeparrot/fizzbuzz_count/134.txt
1,7,3819,3298,100,3,None,f,❌,input/codeparrot/fizzbuzz_count/134.txt
1,7,3819,3298,200,20,None,f,❌,input/codeparrot/fizzbuzz_count/134.txt
1,7,3819,3298,4000,316,None,f,❌,input/codeparrot/fizzbuzz_count/134.txt
1,7,3819,3298,10000,573,None,f,❌,input/codeparrot/fizzbuzz_count/134.txt
1,7,3819,3298,100000,7157,None,f,❌,input/codeparrot/fizzbuzz_count/134.txt
1,1837,13,50,50,1,None,f,❌,input/codeparrot/fizzbuzz_count/135.txt
1,1837,13,50,78,1,None,f,❌,input/codeparrot/fizzbuzz_count/135.txt
1,1837,13,50,79,1,None,f,❌,input/codeparrot/fizzbuzz_count/135.txt
1,1837,13,50,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/135.txt
1,1837,13,50,200,11,None,f,❌,input/codeparrot/fizzbuzz_count/135.txt
1,1837,13,50,4000,172,None,f,❌,input/codeparrot/fizzbuzz_count/135.txt
1,1837,13,50,10000,311,None,f,❌,input/codeparrot/fizzbuzz_count/135.txt
1,1837,13,50,100000,3872,None,f,❌,input/codeparrot/fizzbuzz_count/135.txt
1,1837,13,78,50,1,None,f,❌,input/codeparrot/fizzbuzz_count/136.txt
1,1837,13,78,78,1,None,f,❌,input/codeparrot/fizzbuzz_count/136.txt
1,1837,13,78,79,1,None,f,❌,input/codeparrot/fizzbuzz_count/136.txt
1,1837,13,78,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/136.txt
1,1837,13,78,200,11,None,f,❌,input/codeparrot/fizzbuzz_count/136.txt
1,1837,13,78,4000,172,None,f,❌,input/codeparrot/fizzbuzz_count/136.txt
1,1837,13,78,10000,311,None,f,❌,input/codeparrot/fizzbuzz_count/136.txt
1,1837,13,78,100000,3872,None,f,❌,input/codeparrot/fizzbuzz_count/136.txt
1,1837,13,3298,50,1,None,f,❌,input/codeparrot/fizzbuzz_count/137.txt
1,1837,13,3298,78,1,None,f,❌,input/codeparrot/fizzbuzz_count/137.txt
1,1837,13,3298,79,1,None,f,❌,input/codeparrot/fizzbuzz_count/137.txt
1,1837,13,3298,100,2,None,f,❌,input/codeparrot/fizzbuzz_count/137.txt
1,1837,13,3298,200,11,None,f,❌,input/codeparrot/fizzbuzz_count/137.txt
1,1837,13,3298,4000,172,None,f,❌,input/codeparrot/fizzbuzz_count/137.txt
1,1837,13,3298,10000,311,None,f,❌,input/codeparrot/fizzbuzz_count/137.txt
1,1837,13,3298,100000,3872,None,f,❌,input/codeparrot/fizzbuzz_count/137.txt
1,1837,3819,50,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/141.txt
1,1837,3819,50,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/141.txt
1,1837,3819,50,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/141.txt
1,1837,3819,50,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/141.txt
1,1837,3819,50,200,0,None,f,❌,input/codeparrot/fizzbuzz_count/141.txt
1,1837,3819,50,4000,2,None,f,❌,input/codeparrot/fizzbuzz_count/141.txt
1,1837,3819,50,10000,5,None,f,❌,input/codeparrot/fizzbuzz_count/141.txt
1,1837,3819,50,100000,43,None,f,❌,input/codeparrot/fizzbuzz_count/141.txt
1,1837,3819,78,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/142.txt
1,1837,3819,78,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/142.txt
1,1837,3819,78,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/142.txt
1,1837,3819,78,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/142.txt
1,1837,3819,78,200,0,None,f,❌,input/codeparrot/fizzbuzz_count/142.txt
1,1837,3819,78,4000,2,None,f,❌,input/codeparrot/fizzbuzz_count/142.txt
1,1837,3819,78,10000,5,None,f,❌,input/codeparrot/fizzbuzz_count/142.txt
1,1837,3819,78,100000,43,None,f,❌,input/codeparrot/fizzbuzz_count/142.txt
1,1837,3819,3298,50,0,None,f,❌,input/codeparrot/fizzbuzz_count/143.txt
1,1837,3819,3298,78,0,None,f,❌,input/codeparrot/fizzbuzz_count/143.txt
1,1837,3819,3298,79,0,None,f,❌,input/codeparrot/fizzbuzz_count/143.txt
1,1837,3819,3298,100,0,None,f,❌,input/codeparrot/fizzbuzz_count/143.txt
1,1837,3819,3298,200,0,None,f,❌,input/codeparrot/fizzbuzz_count/143.txt
1,1837,3819,3298,4000,2,None,f,❌,input/codeparrot/fizzbuzz_count/143.txt
1,1837,3819,3298,10000,5,None,f,❌,input/codeparrot/fizzbuzz_count/143.txt
1,1837,3819,3298,100000,43,None,f,❌,input/codeparrot/fizzbuzz_count/143.txt
