small_ret,large_ret,default_ret,small_limit,large_limit,input,expected,actual,result,result_emojis,model_input
large,house,,-100,2,10,'house',None,f,❌,input/codeparrot/small_or_large/241.txt
large,house,,-100,2,100,'house',None,f,❌,input/codeparrot/small_or_large/241.txt
large,house,,-100,2,1000,'house',None,f,❌,input/codeparrot/small_or_large/241.txt
large,house,,-100,2,2000,'house',None,f,❌,input/codeparrot/small_or_large/241.txt
large,house,,-100,2,1000000,'house',None,f,❌,input/codeparrot/small_or_large/241.txt
large,house,,-100,15,-100,None,'large',f,❌,input/codeparrot/small_or_large/242.txt
large,house,,-100,15,-1,None,'large',f,❌,input/codeparrot/small_or_large/242.txt
large,house,,-100,15,0,None,'large',f,❌,input/codeparrot/small_or_large/242.txt
large,house,,-100,15,10,None,'large',f,❌,input/codeparrot/small_or_large/242.txt
large,house,,-100,15,100,,,p,✅,input/codeparrot/small_or_large/242.txt
large,house,,-100,15,1000,,,p,✅,input/codeparrot/small_or_large/242.txt
large,house,,-100,15,2000,,,p,✅,input/codeparrot/small_or_large/242.txt
large,house,,-100,15,1000000,,,p,✅,input/codeparrot/small_or_large/242.txt
large,house,,-100,2000,-100,None,'house',f,❌,input/codeparrot/small_or_large/243.txt
large,house,,-100,2000,-1,None,'house',f,❌,input/codeparrot/small_or_large/243.txt
large,house,,-100,2000,0,None,'house',f,❌,input/codeparrot/small_or_large/243.txt
large,house,,-100,2000,10,None,'house',f,❌,input/codeparrot/small_or_large/243.txt
large,house,,-100,2000,100,None,'house',f,❌,input/codeparrot/small_or_large/243.txt
large,house,,-100,2000,1000,None,'house',f,❌,input/codeparrot/small_or_large/243.txt
large,house,,-100,2000,2000,'house',None,f,❌,input/codeparrot/small_or_large/243.txt
large,house,,-100,2000,1000000,'house',None,f,❌,input/codeparrot/small_or_large/243.txt
large,house,,2,15,-100,,,p,✅,input/codeparrot/small_or_large/246.txt
large,house,,2,15,-1,,,p,✅,input/codeparrot/small_or_large/246.txt
large,house,,2,15,0,,,p,✅,input/codeparrot/small_or_large/246.txt
large,house,,2,15,10,None,'house',f,❌,input/codeparrot/small_or_large/246.txt
large,house,,2,15,100,'house',None,f,❌,input/codeparrot/small_or_large/246.txt
large,house,,2,15,1000,'house',None,f,❌,input/codeparrot/small_or_large/246.txt
large,house,,2,15,2000,'house',None,f,❌,input/codeparrot/small_or_large/246.txt
large,house,,2,15,1000000,'house',None,f,❌,input/codeparrot/small_or_large/246.txt
large,house,,2,2000,-100,,,p,✅,input/codeparrot/small_or_large/247.txt
large,house,,2,2000,-1,,,p,✅,input/codeparrot/small_or_large/247.txt
large,house,,2,2000,0,,,p,✅,input/codeparrot/small_or_large/247.txt
large,house,,2,2000,10,None,'house',f,❌,input/codeparrot/small_or_large/247.txt
large,house,,2,2000,100,None,'house',f,❌,input/codeparrot/small_or_large/247.txt
large,house,,2,2000,1000,None,'house',f,❌,input/codeparrot/small_or_large/247.txt
large,house,,2,2000,2000,'house',None,f,❌,input/codeparrot/small_or_large/247.txt
large,house,,2,2000,1000000,'house',None,f,❌,input/codeparrot/small_or_large/247.txt
large,house,,10,15,-100,,,p,✅,input/codeparrot/small_or_large/250.txt
large,house,,10,15,-1,,,p,✅,input/codeparrot/small_or_large/250.txt
large,house,,10,15,0,,,p,✅,input/codeparrot/small_or_large/250.txt
large,house,,10,15,10,None,'house',f,❌,input/codeparrot/small_or_large/250.txt
large,house,,10,15,100,'house',None,f,❌,input/codeparrot/small_or_large/250.txt
large,house,,10,15,1000,'house',None,f,❌,input/codeparrot/small_or_large/250.txt
large,house,,10,15,2000,'house',None,f,❌,input/codeparrot/small_or_large/250.txt
large,house,,10,15,1000000,'house',None,f,❌,input/codeparrot/small_or_large/250.txt
large,house,,10,2000,-100,,,p,✅,input/codeparrot/small_or_large/251.txt
large,house,,10,2000,-1,,,p,✅,input/codeparrot/small_or_large/251.txt
large,house,,10,2000,0,,,p,✅,input/codeparrot/small_or_large/251.txt
large,house,,10,2000,10,None,'house',f,❌,input/codeparrot/small_or_large/251.txt
large,house,,10,2000,100,None,'house',f,❌,input/codeparrot/small_or_large/251.txt
large,house,,10,2000,1000,None,'house',f,❌,input/codeparrot/small_or_large/251.txt
large,house,,10,2000,2000,'house',None,f,❌,input/codeparrot/small_or_large/251.txt
large,house,,10,2000,1000000,'house',None,f,❌,input/codeparrot/small_or_large/251.txt
large,house,,1000,2000,-100,,,p,✅,input/codeparrot/small_or_large/255.txt
large,house,,1000,2000,-1,,,p,✅,input/codeparrot/small_or_large/255.txt
large,house,,1000,2000,0,,,p,✅,input/codeparrot/small_or_large/255.txt
large,house,,1000,2000,10,,,p,✅,input/codeparrot/small_or_large/255.txt
large,house,,1000,2000,100,,,p,✅,input/codeparrot/small_or_large/255.txt
large,house,,1000,2000,1000,None,'house',f,❌,input/codeparrot/small_or_large/255.txt
large,house,,1000,2000,2000,'house',None,f,❌,input/codeparrot/small_or_large/255.txt
large,house,,1000,2000,1000000,'house',None,f,❌,input/codeparrot/small_or_large/255.txt
large,house,None,-100,-1,-100,'None','small',f,❌,input/codeparrot/small_or_large/256.txt
large,house,None,-100,-1,-1,'house',None,f,❌,input/codeparrot/small_or_large/256.txt
large,house,None,-100,-1,0,'house',None,f,❌,input/codeparrot/small_or_large/256.txt
large,house,None,-100,-1,10,'house',None,f,❌,input/codeparrot/small_or_large/256.txt
large,house,None,-100,-1,100,'house',None,f,❌,input/codeparrot/small_or_large/256.txt
large,house,None,-100,-1,1000,'house',None,f,❌,input/codeparrot/small_or_large/256.txt
large,house,None,-100,-1,2000,'house',None,f,❌,input/codeparrot/small_or_large/256.txt
large,house,None,-100,-1,1000000,'house',None,f,❌,input/codeparrot/small_or_large/256.txt
large,house,None,-100,2,-100,'None','small',f,❌,input/codeparrot/small_or_large/257.txt
large,house,None,-100,2,-1,'None','small',f,❌,input/codeparrot/small_or_large/257.txt
large,house,None,-100,2,0,'None','small',f,❌,input/codeparrot/small_or_large/257.txt
large,house,None,-100,2,10,'house',None,f,❌,input/codeparrot/small_or_large/257.txt
large,house,None,-100,2,100,'house',None,f,❌,input/codeparrot/small_or_large/257.txt
large,house,None,-100,2,1000,'house',None,f,❌,input/codeparrot/small_or_large/257.txt
large,house,None,-100,2,2000,'house',None,f,❌,input/codeparrot/small_or_large/257.txt
large,house,None,-100,2,1000000,'house',None,f,❌,input/codeparrot/small_or_large/257.txt
large,house,None,-100,15,-100,'None','small',f,❌,input/codeparrot/small_or_large/258.txt
large,house,None,-100,15,-1,'None','small',f,❌,input/codeparrot/small_or_large/258.txt
large,house,None,-100,15,0,'None','small',f,❌,input/codeparrot/small_or_large/258.txt
large,house,None,-100,15,10,'None','small',f,❌,input/codeparrot/small_or_large/258.txt
large,house,None,-100,15,100,'house',None,f,❌,input/codeparrot/small_or_large/258.txt
large,house,None,-100,15,1000,'house',None,f,❌,input/codeparrot/small_or_large/258.txt
large,house,None,-100,15,2000,'house',None,f,❌,input/codeparrot/small_or_large/258.txt
large,house,None,-100,15,1000000,'house',None,f,❌,input/codeparrot/small_or_large/258.txt
large,house,None,-100,2000,-100,'None','large',f,❌,input/codeparrot/small_or_large/259.txt
large,house,None,-100,2000,-1,'None','large',f,❌,input/codeparrot/small_or_large/259.txt
large,house,None,-100,2000,0,'None','large',f,❌,input/codeparrot/small_or_large/259.txt
large,house,None,-100,2000,10,'None','large',f,❌,input/codeparrot/small_or_large/259.txt
large,house,None,-100,2000,100,'None','large',f,❌,input/codeparrot/small_or_large/259.txt
large,house,None,-100,2000,1000,'None','large',f,❌,input/codeparrot/small_or_large/259.txt
large,house,None,-100,2000,2000,'house','small',f,❌,input/codeparrot/small_or_large/259.txt
large,house,None,-100,2000,1000000,'house','small',f,❌,input/codeparrot/small_or_large/259.txt
large,house,None,2,15,-100,,,p,✅,input/codeparrot/small_or_large/262.txt
large,house,None,2,15,-1,,,p,✅,input/codeparrot/small_or_large/262.txt
large,house,None,2,15,0,,,p,✅,input/codeparrot/small_or_large/262.txt
large,house,None,2,15,10,'None','house',f,❌,input/codeparrot/small_or_large/262.txt
large,house,None,2,15,100,'house',None,f,❌,input/codeparrot/small_or_large/262.txt
large,house,None,2,15,1000,'house',None,f,❌,input/codeparrot/small_or_large/262.txt
large,house,None,2,15,2000,'house',None,f,❌,input/codeparrot/small_or_large/262.txt
large,house,None,2,15,1000000,'house',None,f,❌,input/codeparrot/small_or_large/262.txt
large,house,None,2,2000,-100,,,p,✅,input/codeparrot/small_or_large/263.txt
large,house,None,2,2000,-1,,,p,✅,input/codeparrot/small_or_large/263.txt
large,house,None,2,2000,0,,,p,✅,input/codeparrot/small_or_large/263.txt
large,house,None,2,2000,10,'None','small',f,❌,input/codeparrot/small_or_large/263.txt
large,house,None,2,2000,100,'None','small',f,❌,input/codeparrot/small_or_large/263.txt
large,house,None,2,2000,1000,'None','small',f,❌,input/codeparrot/small_or_large/263.txt
large,house,None,2,2000,2000,'house',None,f,❌,input/codeparrot/small_or_large/263.txt
large,house,None,2,2000,1000000,'house',None,f,❌,input/codeparrot/small_or_large/263.txt
large,house,None,10,15,-100,,,p,✅,input/codeparrot/small_or_large/266.txt
large,house,None,10,15,-1,,,p,✅,input/codeparrot/small_or_large/266.txt
large,house,None,10,15,0,,,p,✅,input/codeparrot/small_or_large/266.txt
large,house,None,10,15,10,'None','house',f,❌,input/codeparrot/small_or_large/266.txt
large,house,None,10,15,100,'house',None,f,❌,input/codeparrot/small_or_large/266.txt
large,house,None,10,15,1000,'house',None,f,❌,input/codeparrot/small_or_large/266.txt
large,house,None,10,15,2000,'house',None,f,❌,input/codeparrot/small_or_large/266.txt
large,house,None,10,15,1000000,'house',None,f,❌,input/codeparrot/small_or_large/266.txt
large,house,None,10,2000,-100,,,p,✅,input/codeparrot/small_or_large/267.txt
large,house,None,10,2000,-1,,,p,✅,input/codeparrot/small_or_large/267.txt
large,house,None,10,2000,0,,,p,✅,input/codeparrot/small_or_large/267.txt
large,house,None,10,2000,10,'None','house',f,❌,input/codeparrot/small_or_large/267.txt
large,house,None,10,2000,100,'None','house',f,❌,input/codeparrot/small_or_large/267.txt
large,house,None,10,2000,1000,'None','house',f,❌,input/codeparrot/small_or_large/267.txt
large,house,None,10,2000,2000,'house',None,f,❌,input/codeparrot/small_or_large/267.txt
large,house,None,10,2000,1000000,'house',None,f,❌,input/codeparrot/small_or_large/267.txt
large,house,None,1000,2000,-100,,,p,✅,input/codeparrot/small_or_large/271.txt
large,house,None,1000,2000,-1,,,p,✅,input/codeparrot/small_or_large/271.txt
large,house,None,1000,2000,0,,,p,✅,input/codeparrot/small_or_large/271.txt
large,house,None,1000,2000,10,,,p,✅,input/codeparrot/small_or_large/271.txt
large,house,None,1000,2000,100,,,p,✅,input/codeparrot/small_or_large/271.txt
large,house,None,1000,2000,1000,'None','house',f,❌,input/codeparrot/small_or_large/271.txt
large,house,None,1000,2000,2000,'house',None,f,❌,input/codeparrot/small_or_large/271.txt
large,house,None,1000,2000,1000000,'house',None,f,❌,input/codeparrot/small_or_large/271.txt
large,house,neither,-100,-1,-100,'neither','small',f,❌,input/codeparrot/small_or_large/272.txt
large,house,neither,-100,-1,-1,'house','large',f,❌,input/codeparrot/small_or_large/272.txt
large,house,neither,-100,-1,0,'house','large',f,❌,input/codeparrot/small_or_large/272.txt
large,house,neither,-100,-1,10,'house','large',f,❌,input/codeparrot/small_or_large/272.txt
large,house,neither,-100,-1,100,'house','large',f,❌,input/codeparrot/small_or_large/272.txt
large,house,neither,-100,-1,1000,'house','large',f,❌,input/codeparrot/small_or_large/272.txt
large,house,neither,-100,-1,2000,'house','large',f,❌,input/codeparrot/small_or_large/272.txt
large,house,neither,-100,-1,1000000,'house','large',f,❌,input/codeparrot/small_or_large/272.txt
large,house,neither,-100,2,-100,'neither','small',f,❌,input/codeparrot/small_or_large/273.txt
large,house,neither,-100,2,-1,'neither','small',f,❌,input/codeparrot/small_or_large/273.txt
large,house,neither,-100,2,0,'neither','small',f,❌,input/codeparrot/small_or_large/273.txt
large,house,neither,-100,2,10,'house','large',f,❌,input/codeparrot/small_or_large/273.txt
large,house,neither,-100,2,100,'house','large',f,❌,input/codeparrot/small_or_large/273.txt
large,house,neither,-100,2,1000,'house','large',f,❌,input/codeparrot/small_or_large/273.txt
large,house,neither,-100,2,2000,'house','large',f,❌,input/codeparrot/small_or_large/273.txt
large,house,neither,-100,2,1000000,'house','large',f,❌,input/codeparrot/small_or_large/273.txt
large,house,neither,-100,15,-100,'neither','small',f,❌,input/codeparrot/small_or_large/274.txt
large,house,neither,-100,15,-1,'neither','small',f,❌,input/codeparrot/small_or_large/274.txt
large,house,neither,-100,15,0,'neither','small',f,❌,input/codeparrot/small_or_large/274.txt
large,house,neither,-100,15,10,'neither','small',f,❌,input/codeparrot/small_or_large/274.txt
large,house,neither,-100,15,100,'house','large',f,❌,input/codeparrot/small_or_large/274.txt
large,house,neither,-100,15,1000,'house','large',f,❌,input/codeparrot/small_or_large/274.txt
large,house,neither,-100,15,2000,'house','large',f,❌,input/codeparrot/small_or_large/274.txt
large,house,neither,-100,15,1000000,'house','large',f,❌,input/codeparrot/small_or_large/274.txt
large,house,neither,-100,2000,-100,'neither','small',f,❌,input/codeparrot/small_or_large/275.txt
large,house,neither,-100,2000,-1,'neither','small',f,❌,input/codeparrot/small_or_large/275.txt
large,house,neither,-100,2000,0,'neither','small',f,❌,input/codeparrot/small_or_large/275.txt
large,house,neither,-100,2000,10,'neither','small',f,❌,input/codeparrot/small_or_large/275.txt
large,house,neither,-100,2000,100,'neither','small',f,❌,input/codeparrot/small_or_large/275.txt
large,house,neither,-100,2000,1000,'neither','small',f,❌,input/codeparrot/small_or_large/275.txt
large,house,neither,-100,2000,2000,'house','large',f,❌,input/codeparrot/small_or_large/275.txt
large,house,neither,-100,2000,1000000,'house','large',f,❌,input/codeparrot/small_or_large/275.txt
large,house,neither,2,15,-100,,,p,✅,input/codeparrot/small_or_large/278.txt
large,house,neither,2,15,-1,,,p,✅,input/codeparrot/small_or_large/278.txt
large,house,neither,2,15,0,,,p,✅,input/codeparrot/small_or_large/278.txt
large,house,neither,2,15,10,'neither','house',f,❌,input/codeparrot/small_or_large/278.txt
large,house,neither,2,15,100,'house','large',f,❌,input/codeparrot/small_or_large/278.txt
large,house,neither,2,15,1000,'house','large',f,❌,input/codeparrot/small_or_large/278.txt
large,house,neither,2,15,2000,'house','large',f,❌,input/codeparrot/small_or_large/278.txt
large,house,neither,2,15,1000000,'house','large',f,❌,input/codeparrot/small_or_large/278.txt
large,house,neither,2,2000,-100,,,p,✅,input/codeparrot/small_or_large/279.txt
large,house,neither,2,2000,-1,,,p,✅,input/codeparrot/small_or_large/279.txt
large,house,neither,2,2000,0,,,p,✅,input/codeparrot/small_or_large/279.txt
large,house,neither,2,2000,10,'neither','small',f,❌,input/codeparrot/small_or_large/279.txt
large,house,neither,2,2000,100,'neither','small',f,❌,input/codeparrot/small_or_large/279.txt
large,house,neither,2,2000,1000,'neither','small',f,❌,input/codeparrot/small_or_large/279.txt
large,house,neither,2,2000,2000,'house','large',f,❌,input/codeparrot/small_or_large/279.txt
large,house,neither,2,2000,1000000,'house','large',f,❌,input/codeparrot/small_or_large/279.txt
large,house,neither,10,15,-100,,,p,✅,input/codeparrot/small_or_large/282.txt
large,house,neither,10,15,-1,,,p,✅,input/codeparrot/small_or_large/282.txt
large,house,neither,10,15,0,,,p,✅,input/codeparrot/small_or_large/282.txt
large,house,neither,10,15,10,'neither','small',f,❌,input/codeparrot/small_or_large/282.txt
large,house,neither,10,15,100,'house','small',f,❌,input/codeparrot/small_or_large/282.txt
large,house,neither,10,15,1000,'house','small',f,❌,input/codeparrot/small_or_large/282.txt
large,house,neither,10,15,2000,'house','small',f,❌,input/codeparrot/small_or_large/282.txt
large,house,neither,10,15,1000000,'house','small',f,❌,input/codeparrot/small_or_large/282.txt
large,house,neither,10,2000,-100,,,p,✅,input/codeparrot/small_or_large/283.txt
large,house,neither,10,2000,-1,,,p,✅,input/codeparrot/small_or_large/283.txt
large,house,neither,10,2000,0,,,p,✅,input/codeparrot/small_or_large/283.txt
large,house,neither,10,2000,10,'neither','small',f,❌,input/codeparrot/small_or_large/283.txt
large,house,neither,10,2000,100,'neither','small',f,❌,input/codeparrot/small_or_large/283.txt
large,house,neither,10,2000,1000,'neither','small',f,❌,input/codeparrot/small_or_large/283.txt
large,house,neither,10,2000,2000,'house','large',f,❌,input/codeparrot/small_or_large/283.txt
large,house,neither,10,2000,1000000,'house','large',f,❌,input/codeparrot/small_or_large/283.txt
large,house,neither,1000,2000,-100,,,p,✅,input/codeparrot/small_or_large/287.txt
large,house,neither,1000,2000,-1,,,p,✅,input/codeparrot/small_or_large/287.txt
large,house,neither,1000,2000,0,,,p,✅,input/codeparrot/small_or_large/287.txt
large,house,neither,1000,2000,10,,,p,✅,input/codeparrot/small_or_large/287.txt
large,house,neither,1000,2000,100,,,p,✅,input/codeparrot/small_or_large/287.txt
large,house,neither,1000,2000,1000,'neither','small',f,❌,input/codeparrot/small_or_large/287.txt
large,house,neither,1000,2000,2000,'house','large',f,❌,input/codeparrot/small_or_large/287.txt
large,house,neither,1000,2000,1000000,'house','large',f,❌,input/codeparrot/small_or_large/287.txt
mouse,large,,-100,-1,-100,None,'large',f,❌,input/codeparrot/small_or_large/288.txt
mouse,large,,-100,-1,-1,'large',None,f,❌,input/codeparrot/small_or_large/288.txt
mouse,large,,-100,-1,0,'large',None,f,❌,input/codeparrot/small_or_large/288.txt
mouse,large,,-100,-1,10,'large',None,f,❌,input/codeparrot/small_or_large/288.txt
mouse,large,,-100,-1,100,'large',None,f,❌,input/codeparrot/small_or_large/288.txt
mouse,large,,-100,-1,1000,'large',None,f,❌,input/codeparrot/small_or_large/288.txt
mouse,large,,-100,-1,2000,'large',None,f,❌,input/codeparrot/small_or_large/288.txt
mouse,large,,-100,-1,1000000,'large',None,f,❌,input/codeparrot/small_or_large/288.txt
mouse,large,,-100,2,-100,None,'large',f,❌,input/codeparrot/small_or_large/289.txt
mouse,large,,-100,2,-1,None,'large',f,❌,input/codeparrot/small_or_large/289.txt
mouse,large,,-100,2,0,None,'large',f,❌,input/codeparrot/small_or_large/289.txt
mouse,large,,-100,2,10,'large',None,f,❌,input/codeparrot/small_or_large/289.txt
mouse,large,,-100,2,100,'large',None,f,❌,input/codeparrot/small_or_large/289.txt
mouse,large,,-100,2,1000,'large',None,f,❌,input/codeparrot/small_or_large/289.txt
mouse,large,,-100,2,2000,'large',None,f,❌,input/codeparrot/small_or_large/289.txt
mouse,large,,-100,2,1000000,'large',None,f,❌,input/codeparrot/small_or_large/289.txt
mouse,large,,-100,15,-100,None,'large',f,❌,input/codeparrot/small_or_large/290.txt
mouse,large,,-100,15,-1,None,'large',f,❌,input/codeparrot/small_or_large/290.txt
mouse,large,,-100,15,0,None,'large',f,❌,input/codeparrot/small_or_large/290.txt
mouse,large,,-100,15,10,None,'large',f,❌,input/codeparrot/small_or_large/290.txt
mouse,large,,-100,15,100,'large',None,f,❌,input/codeparrot/small_or_large/290.txt
mouse,large,,-100,15,1000,'large',None,f,❌,input/codeparrot/small_or_large/290.txt
mouse,large,,-100,15,2000,'large',None,f,❌,input/codeparrot/small_or_large/290.txt
mouse,large,,-100,15,1000000,'large',None,f,❌,input/codeparrot/small_or_large/290.txt
mouse,large,,-100,2000,-100,None,'large',f,❌,input/codeparrot/small_or_large/291.txt
mouse,large,,-100,2000,-1,None,'large',f,❌,input/codeparrot/small_or_large/291.txt
mouse,large,,-100,2000,0,None,'large',f,❌,input/codeparrot/small_or_large/291.txt
mouse,large,,-100,2000,10,None,'large',f,❌,input/codeparrot/small_or_large/291.txt
mouse,large,,-100,2000,100,None,'large',f,❌,input/codeparrot/small_or_large/291.txt
mouse,large,,-100,2000,1000,None,'large',f,❌,input/codeparrot/small_or_large/291.txt
mouse,large,,-100,2000,2000,'large',None,f,❌,input/codeparrot/small_or_large/291.txt
mouse,large,,-100,2000,1000000,'large',None,f,❌,input/codeparrot/small_or_large/291.txt
mouse,large,,2,15,-100,,,p,✅,input/codeparrot/small_or_large/294.txt
mouse,large,,2,15,-1,,,p,✅,input/codeparrot/small_or_large/294.txt
mouse,large,,2,15,0,,,p,✅,input/codeparrot/small_or_large/294.txt
mouse,large,,2,15,10,None,'large',f,❌,input/codeparrot/small_or_large/294.txt
mouse,large,,2,15,100,'large',None,f,❌,input/codeparrot/small_or_large/294.txt
mouse,large,,2,15,1000,'large',None,f,❌,input/codeparrot/small_or_large/294.txt
mouse,large,,2,15,2000,'large',None,f,❌,input/codeparrot/small_or_large/294.txt
mouse,large,,2,15,1000000,'large',None,f,❌,input/codeparrot/small_or_large/294.txt
mouse,large,,2,2000,-100,,,p,✅,input/codeparrot/small_or_large/295.txt
mouse,large,,2,2000,-1,,,p,✅,input/codeparrot/small_or_large/295.txt
mouse,large,,2,2000,0,,,p,✅,input/codeparrot/small_or_large/295.txt
mouse,large,,2,2000,10,None,'large',f,❌,input/codeparrot/small_or_large/295.txt
mouse,large,,2,2000,100,None,'large',f,❌,input/codeparrot/small_or_large/295.txt
mouse,large,,2,2000,1000,None,'large',f,❌,input/codeparrot/small_or_large/295.txt
mouse,large,,2,2000,2000,'large',None,f,❌,input/codeparrot/small_or_large/295.txt
mouse,large,,2,2000,1000000,'large',None,f,❌,input/codeparrot/small_or_large/295.txt
mouse,large,,10,15,-100,,,p,✅,input/codeparrot/small_or_large/298.txt
mouse,large,,10,15,-1,,,p,✅,input/codeparrot/small_or_large/298.txt
mouse,large,,10,15,0,,,p,✅,input/codeparrot/small_or_large/298.txt
mouse,large,,10,15,10,None,'large',f,❌,input/codeparrot/small_or_large/298.txt
mouse,large,,10,15,100,'large',None,f,❌,input/codeparrot/small_or_large/298.txt
mouse,large,,10,15,1000,'large',None,f,❌,input/codeparrot/small_or_large/298.txt
mouse,large,,10,15,2000,'large',None,f,❌,input/codeparrot/small_or_large/298.txt
mouse,large,,10,15,1000000,'large',None,f,❌,input/codeparrot/small_or_large/298.txt
mouse,large,,10,2000,-100,,,p,✅,input/codeparrot/small_or_large/299.txt
mouse,large,,10,2000,-1,,,p,✅,input/codeparrot/small_or_large/299.txt
mouse,large,,10,2000,0,,,p,✅,input/codeparrot/small_or_large/299.txt
mouse,large,,10,2000,10,None,'large',f,❌,input/codeparrot/small_or_large/299.txt
mouse,large,,10,2000,100,None,'large',f,❌,input/codeparrot/small_or_large/299.txt
mouse,large,,10,2000,1000,None,'large',f,❌,input/codeparrot/small_or_large/299.txt
mouse,large,,10,2000,2000,'large',None,f,❌,input/codeparrot/small_or_large/299.txt
mouse,large,,10,2000,1000000,'large',None,f,❌,input/codeparrot/small_or_large/299.txt
mouse,large,,1000,2000,-100,,,p,✅,input/codeparrot/small_or_large/303.txt
mouse,large,,1000,2000,-1,,,p,✅,input/codeparrot/small_or_large/303.txt
mouse,large,,1000,2000,0,,,p,✅,input/codeparrot/small_or_large/303.txt
mouse,large,,1000,2000,10,,,p,✅,input/codeparrot/small_or_large/303.txt
mouse,large,,1000,2000,100,,,p,✅,input/codeparrot/small_or_large/303.txt
mouse,large,,1000,2000,1000,None,'large',f,❌,input/codeparrot/small_or_large/303.txt
mouse,large,,1000,2000,2000,'large',None,f,❌,input/codeparrot/small_or_large/303.txt
mouse,large,,1000,2000,1000000,'large',None,f,❌,input/codeparrot/small_or_large/303.txt
mouse,large,None,-100,-1,-100,'None','mouse',f,❌,input/codeparrot/small_or_large/304.txt
mouse,large,None,-100,-1,-1,,,p,✅,input/codeparrot/small_or_large/304.txt
mouse,large,None,-100,-1,0,,,p,✅,input/codeparrot/small_or_large/304.txt
mouse,large,None,-100,-1,10,,,p,✅,input/codeparrot/small_or_large/304.txt
mouse,large,None,-100,-1,100,,,p,✅,input/codeparrot/small_or_large/304.txt
mouse,large,None,-100,-1,1000,,,p,✅,input/codeparrot/small_or_large/304.txt
mouse,large,None,-100,-1,2000,,,p,✅,input/codeparrot/small_or_large/304.txt
mouse,large,None,-100,-1,1000000,,,p,✅,input/codeparrot/small_or_large/304.txt
mouse,large,None,-100,2,-100,'None','large',f,❌,input/codeparrot/small_or_large/305.txt
mouse,large,None,-100,2,-1,'None','large',f,❌,input/codeparrot/small_or_large/305.txt
mouse,large,None,-100,2,0,'None','large',f,❌,input/codeparrot/small_or_large/305.txt
mouse,large,None,-100,2,10,'large',None,f,❌,input/codeparrot/small_or_large/305.txt
mouse,large,None,-100,2,100,'large',None,f,❌,input/codeparrot/small_or_large/305.txt
mouse,large,None,-100,2,1000,'large',None,f,❌,input/codeparrot/small_or_large/305.txt
mouse,large,None,-100,2,2000,'large',None,f,❌,input/codeparrot/small_or_large/305.txt
mouse,large,None,-100,2,1000000,'large',None,f,❌,input/codeparrot/small_or_large/305.txt
mouse,large,None,-100,15,-100,'None','mouse',f,❌,input/codeparrot/small_or_large/306.txt
mouse,large,None,-100,15,-1,'None','mouse',f,❌,input/codeparrot/small_or_large/306.txt
mouse,large,None,-100,15,0,'None','mouse',f,❌,input/codeparrot/small_or_large/306.txt
mouse,large,None,-100,15,10,'None','mouse',f,❌,input/codeparrot/small_or_large/306.txt
mouse,large,None,-100,15,100,,,p,✅,input/codeparrot/small_or_large/306.txt
mouse,large,None,-100,15,1000,,,p,✅,input/codeparrot/small_or_large/306.txt
mouse,large,None,-100,15,2000,,,p,✅,input/codeparrot/small_or_large/306.txt
mouse,large,None,-100,15,1000000,,,p,✅,input/codeparrot/small_or_large/306.txt
mouse,large,None,-100,2000,-100,'None','large',f,❌,input/codeparrot/small_or_large/307.txt
mouse,large,None,-100,2000,-1,'None','large',f,❌,input/codeparrot/small_or_large/307.txt
mouse,large,None,-100,2000,0,'None','large',f,❌,input/codeparrot/small_or_large/307.txt
mouse,large,None,-100,2000,10,'None','large',f,❌,input/codeparrot/small_or_large/307.txt
mouse,large,None,-100,2000,100,'None','large',f,❌,input/codeparrot/small_or_large/307.txt
mouse,large,None,-100,2000,1000,'None','large',f,❌,input/codeparrot/small_or_large/307.txt
mouse,large,None,-100,2000,2000,'large',None,f,❌,input/codeparrot/small_or_large/307.txt
mouse,large,None,-100,2000,1000000,'large',None,f,❌,input/codeparrot/small_or_large/307.txt
mouse,large,None,2,15,-100,,,p,✅,input/codeparrot/small_or_large/310.txt
mouse,large,None,2,15,-1,,,p,✅,input/codeparrot/small_or_large/310.txt
mouse,large,None,2,15,0,,,p,✅,input/codeparrot/small_or_large/310.txt
mouse,large,None,2,15,10,'None','large',f,❌,input/codeparrot/small_or_large/310.txt
mouse,large,None,2,15,100,'large',None,f,❌,input/codeparrot/small_or_large/310.txt
mouse,large,None,2,15,1000,'large',None,f,❌,input/codeparrot/small_or_large/310.txt
mouse,large,None,2,15,2000,'large',None,f,❌,input/codeparrot/small_or_large/310.txt
mouse,large,None,2,15,1000000,'large',None,f,❌,input/codeparrot/small_or_large/310.txt
mouse,large,None,2,2000,-100,,,p,✅,input/codeparrot/small_or_large/311.txt
mouse,large,None,2,2000,-1,,,p,✅,input/codeparrot/small_or_large/311.txt
mouse,large,None,2,2000,0,,,p,✅,input/codeparrot/small_or_large/311.txt
mouse,large,None,2,2000,10,'None','large',f,❌,input/codeparrot/small_or_large/311.txt
mouse,large,None,2,2000,100,'None','large',f,❌,input/codeparrot/small_or_large/311.txt
mouse,large,None,2,2000,1000,'None','large',f,❌,input/codeparrot/small_or_large/311.txt
mouse,large,None,2,2000,2000,'large',None,f,❌,input/codeparrot/small_or_large/311.txt
mouse,large,None,2,2000,1000000,'large',None,f,❌,input/codeparrot/small_or_large/311.txt
mouse,large,None,10,15,-100,,,p,✅,input/codeparrot/small_or_large/314.txt
mouse,large,None,10,15,-1,,,p,✅,input/codeparrot/small_or_large/314.txt
