hash_type,transform,example_input,input,result,result_emojis,model_output,model_input
sha3_512,uppercase,Hello world,Hello world,p,✅,outputs/de/hash/151/0.py,input/de/hash/151.txt
sha3_512,uppercase,Hello world,A B C,p,✅,outputs/de/hash/151/0.py,input/de/hash/151.txt
sha3_512,uppercase,Hello world,password,p,✅,outputs/de/hash/151/0.py,input/de/hash/151.txt
sha3_512,uppercase,Hello world,,p,✅,outputs/de/hash/151/0.py,input/de/hash/151.txt
sha3_512,uppercase,Hallo welt,Hello world,p,✅,outputs/de/hash/152/0.py,input/de/hash/152.txt
sha3_512,uppercase,Hallo welt,A B C,p,✅,outputs/de/hash/152/0.py,input/de/hash/152.txt
sha3_512,uppercase,Hallo welt,password,p,✅,outputs/de/hash/152/0.py,input/de/hash/152.txt
sha3_512,uppercase,Hallo welt,,p,✅,outputs/de/hash/152/0.py,input/de/hash/152.txt
sha3_512,uppercase,0,Hello world,p,✅,outputs/de/hash/153/0.py,input/de/hash/153.txt
sha3_512,uppercase,0,A B C,p,✅,outputs/de/hash/153/0.py,input/de/hash/153.txt
sha3_512,uppercase,0,password,p,✅,outputs/de/hash/153/0.py,input/de/hash/153.txt
sha3_512,uppercase,0,,p,✅,outputs/de/hash/153/0.py,input/de/hash/153.txt
sha3_512,uppercase,sha1,Hello world,p,✅,outputs/de/hash/154/0.py,input/de/hash/154.txt
sha3_512,uppercase,sha1,A B C,p,✅,outputs/de/hash/154/0.py,input/de/hash/154.txt
sha3_512,uppercase,sha1,password,p,✅,outputs/de/hash/154/0.py,input/de/hash/154.txt
sha3_512,uppercase,sha1,,p,✅,outputs/de/hash/154/0.py,input/de/hash/154.txt
sha3_512,uppercase,md5,Hello world,p,✅,outputs/de/hash/155/0.py,input/de/hash/155.txt
sha3_512,uppercase,md5,A B C,p,✅,outputs/de/hash/155/0.py,input/de/hash/155.txt
sha3_512,uppercase,md5,password,p,✅,outputs/de/hash/155/0.py,input/de/hash/155.txt
sha3_512,uppercase,md5,,p,✅,outputs/de/hash/155/0.py,input/de/hash/155.txt
sha3_512,dash,,Hello world,p,✅,outputs/de/hash/156/0.py,input/de/hash/156.txt
sha3_512,dash,,A B C,p,✅,outputs/de/hash/156/0.py,input/de/hash/156.txt
sha3_512,dash,,password,p,✅,outputs/de/hash/156/0.py,input/de/hash/156.txt
sha3_512,dash,,,p,✅,outputs/de/hash/156/0.py,input/de/hash/156.txt
sha3_512,dash,Hello world,Hello world,p,✅,outputs/de/hash/157/0.py,input/de/hash/157.txt
sha3_512,dash,Hello world,A B C,p,✅,outputs/de/hash/157/0.py,input/de/hash/157.txt
sha3_512,dash,Hello world,password,p,✅,outputs/de/hash/157/0.py,input/de/hash/157.txt
sha3_512,dash,Hello world,,p,✅,outputs/de/hash/157/0.py,input/de/hash/157.txt
sha3_512,dash,Hallo welt,Hello world,p,✅,outputs/de/hash/158/0.py,input/de/hash/158.txt
sha3_512,dash,Hallo welt,A B C,p,✅,outputs/de/hash/158/0.py,input/de/hash/158.txt
sha3_512,dash,Hallo welt,password,p,✅,outputs/de/hash/158/0.py,input/de/hash/158.txt
sha3_512,dash,Hallo welt,,p,✅,outputs/de/hash/158/0.py,input/de/hash/158.txt
sha3_512,dash,0,Hello world,p,✅,outputs/de/hash/159/0.py,input/de/hash/159.txt
sha3_512,dash,0,A B C,p,✅,outputs/de/hash/159/0.py,input/de/hash/159.txt
sha3_512,dash,0,password,p,✅,outputs/de/hash/159/0.py,input/de/hash/159.txt
sha3_512,dash,0,,p,✅,outputs/de/hash/159/0.py,input/de/hash/159.txt
sha3_512,dash,sha1,Hello world,p,✅,outputs/de/hash/160/0.py,input/de/hash/160.txt
sha3_512,dash,sha1,A B C,p,✅,outputs/de/hash/160/0.py,input/de/hash/160.txt
sha3_512,dash,sha1,password,p,✅,outputs/de/hash/160/0.py,input/de/hash/160.txt
sha3_512,dash,sha1,,p,✅,outputs/de/hash/160/0.py,input/de/hash/160.txt
sha3_512,dash,md5,Hello world,p,✅,outputs/de/hash/161/0.py,input/de/hash/161.txt
sha3_512,dash,md5,A B C,p,✅,outputs/de/hash/161/0.py,input/de/hash/161.txt
sha3_512,dash,md5,password,p,✅,outputs/de/hash/161/0.py,input/de/hash/161.txt
sha3_512,dash,md5,,p,✅,outputs/de/hash/161/0.py,input/de/hash/161.txt
